lat [deg],lon [deg]
41.8509,50.5285
47.7144,-88.2121
-1.2758,32.8717
44.7743,-82.3094
43.8617,-87.0846
-6.0783,29.4695
53.6631,108.1884
65.9112,-120.3774
-11.9565,34.5054
61.8836,-113.6884
42.1435,-81.2388
52.0446,-97.1539
45.1924,59.8428
43.8263,-77.6334
13.4234,14.1034
41.385,53.5418
60.8417,31.7146
45.9324,73.9313
61.8854,34.9114
-28.6605,137.0985
-15.915,-69.2941
11.5796,-85.3189
59.1161,-109.877
3.4902,36.1319
41.2055,-112.6334
42.4602,77.0754
-30.4993,-62.6583
7.5432,0.0888
-7.9548,32.1527
54.1522,-64.1264
1.8821,31.1419
58.8835,13.5513
57.2062,-102.2951
22.8566,32.5723
-17.2239,27.602
54.5976,48.6598
-9.0294,28.6906
52.3757,-100.0636
37.659,45.5284
74.524,101.276
66.4787,-70.7967
54.6832,103.1948
50.9798,-98.9165
49.8005,-88.3417
61.8333,29.4983
36.8908,100.0501
48.7154,83.4323
44.9365,132.44
58.3794,38.3668
-32.8807,-52.8389
41.9615,57.2759
45.0027,53.8572
7.2844,-62.8032
50.3372,92.7632
63.0935,-101.5175
38.657,42.8071
54.3957,-70.0838
-30.7936,137.8686
58.4279,27.4836
49.3002,-94.7928
-31.5438,136.0612
11.9385,37.4164
64.9896,-71.1764
46.4412,60.5589
-20.7253,25.9669
46.1206,81.6843
53.7348,-59.5108
1.5829,32.453
51.0212,100.4779
53.8544,-76.7302
40.7782,67.3202
59.5592,-155.1164
-9.621,-41.2177
50.3383,45.8444
-20.6354,25.3956
-30.6782,139.7979
53.341,-100.3627
12.9017,103.9945
53.7204,-75.8971
-2.0421,29.2276
29.2583,116.0087
-4.3208,-49.5457
31.2382,120.1412
-2.1066,18.3503
57.0943,-98.6192
-1.4654,-60.0284
58.2872,-103.1942
48.0731,42.9404
-18.8335,-67.0801
-0.3888,29.5941
54.2649,127.8846
62.7821,111.2947
68.0333,87.8516
50.8173,-73.807
48.9592,117.4123
47.3159,33.9969
-15.7083,32.0587
54.8329,76.982
30.7164,90.5893
52.6596,5.4197
60.2149,-99.3231
58.3327,14.4897
49.2838,32.714
51.3869,-68.298
-46.592,-71.2903
-11.1478,29.7844
31.7858,88.9474
56.0297,-123.9064
57.1318,103.3521
34.0493,43.2009
63.3353,-118.0573
38.7843,33.3274
64.1297,-94.9529
30.205,-90.097
54.9561,90.9915
58.611,55.8087
-8.7227,29.6838
50.446,68.8942
26.9476,-80.8021
49.1489,93.3703
33.3509,118.7647
62.7321,-98.0246
45.727,34.9214
58.5724,-112.0709
32.8182,43.5705
60.3351,-102.1931
57.3251,43.1758
-50.2038,-72.3547
48.5271,-74.445
53.9567,-99.7002
55.1139,-104.8521
61.893,25.5042
50.4274,-92.7784
40.3922,45.346
56.142,-74.0859
29.8421,62.2436
43.8299,77.6357
-21.9926,-52.3986
-3.5922,35.1257
-49.5983,-72.5841
55.4156,-115.7252
60.1802,37.6236
63.5563,34.7187
57.853,-156.2298
42.4933,-82.7389
-24.7782,-54.3886
57.4577,-106.2421
48.0395,-95.0878
44.3062,-73.3259
62.7649,27.8006
2.6106,98.9022
47.8102,-102.3173
48.0578,92.3397
48.6448,-72.0626
-27.4224,-56.5409
64.548,-98.5923
69.0396,27.7431
45.5281,-100.4589
-15.2797,35.6943
6.2898,37.8605
59.4949,16.7855
-19.8762,-51.0178
52.5928,48.2222
4.7085,-55.0886
45.9714,-61.0248
67.723,33.151
12.3296,-86.4028
66.5099,-160.6878
65.5965,-110.5833
20.2206,-103.0492
54.3522,-72.0815
10.2515,4.5666
-29.9573,-64.8259
66.2832,-113.2426
54.3574,82.0267
54.6199,-94.3508
-48.7751,-72.8166
56.2321,46.7749
32.1899,-115.5531
65.1045,-112.4065
65.6272,32.1836
63.9538,-111.2673
53.849,-94.254
55.1355,-72.5854
41.9693,87.0542
58.2732,31.3004
30.9083,85.6079
33.3127,-115.7798
64.9566,-118.3826
48.7579,-79.5897
-2.173,-55.3746
63.1974,29.6865
14.4325,32.1653
52.5041,-76.2733
-21.0076,-46.0076
-14.155,-48.2888
68.3666,91.6896
14.359,121.1428
64.3363,27.2423
-19.3598,-68.0933
-2.3319,36.0167
46.2439,-79.6501
66.1,30.9661
61.8202,-108.9279
-35.5189,139.023
-41.1436,-72.8061
47.2165,87.2127
30.3528,108.0852
68.9841,-133.1667
19.6781,85.2567
57.1636,55.0062
48.5312,47.4051
53.6058,-126.7639
-17.7803,140.2988
70.5887,-153.4046
-16.3144,128.7809
55.8418,-108.5562
-26.2033,122.4743
48.7233,-93.2456
31.0602,86.5755
7.5308,100.2218
53.2117,73.2811
47.7189,-106.8845
69.3384,-132.012
53.9886,-73.3645
50.0697,115.809
-6.0936,35.1906
64.1449,-108.4467
-18.6087,-45.2305
49.6177,-70.1407
46.2778,42.9039
31.5729,117.4489
48.1258,63.0366
63.325,33.6657
41.0158,-113.5238
57.3705,-74.7009
44.4702,-79.3229
-33.1465,-52.7991
53.4222,-64.8106
54.0601,-98.2205
41.1166,68.2018
-0.7917,18.02
46.5814,80.9817
-31.8499,121.8387
55.8607,53.2546
-32.7545,-56.3364
56.3217,-76.3022
-39.4538,-68.9693
60.9906,-101.3405
32.8098,119.2788
69.7907,87.766
64.5344,-110.9343
37.7863,38.9835
56.239,-99.5323
-8.9222,-38.6048
35.2478,136.0815
52.9803,79.5686
15.5062,-89.1807
-29.0928,122.2791
62.9914,-99.3602
62.281,-101.7391
-23.467,122.7065
44.0008,-88.4309
53.782,-90.1659
31.534,35.4774
-4.234,-63.3639
62.8553,25.9884
36.0782,38.0696
66.6822,32.222
50.9046,30.4992
6.5218,3.4793
53.2232,-76.7493
54.7676,-107.2895
37.7781,31.5043
-45.4614,-68.718
8.8829,13.9498
69.4468,91.148
34.9402,97.6939
37.5515,89.3335
-20.4874,-67.6196
-38.807,175.9313
-8.642,26.3751
31.5258,-93.7551
47.809,117.7049
63.9375,-107.5017
-20.8671,-50.7853
-19.9737,-67.2369
59.563,-133.7536
-6.9969,141.5053
50.1198,-69.1383
-54.5563,-67.6908
38.3036,97.5777
58.6127,-156.0686
68.375,30.824
-18.6827,-50.2542
-1.9689,-51.4624
36.2693,-114.4038
60.7083,-104.1947
46.8818,17.8383
-24.7409,130.8437
36.334,-87.9752
48.0934,93.1991
61.3588,-97.2973
46.3615,6.3932
28.9768,90.9239
16.1568,-92.5998
44.8644,82.9622
69.408,-105.3105
60.003,-104.6895
72.2802,99.5906
60.5421,-117.5292
-2.7897,121.5507
60.226,-115.5125
81.7944,-71.1471
-3.6211,35.8061
55.9759,-108.333
54.7862,-103.5047
23.104,31.2723
29.4121,53.7281
34.4708,54.3243
16.03,78.0821
-30.9239,-57.862
60.0211,-106.0066
52.6944,-66.1825
-40.9202,-71.521
62.2728,-100.4253
24.4548,75.4779
62.1455,-95.168
47.6477,9.3313
34.9136,97.2521
52.0893,-75.882
63.1545,-107.8504
46.2379,-93.66
51.2802,-99.7756
55.0205,-97.7064
61.6381,-95.1583
