grid index,GP index,lat [deg],lon [deg],event type,start time [s],duration [s],severity,measurements,uuid
1,1850,39.0104,-81.9854,high_flow_river,28703,57697,3.1,"['VNIR', 'Altimeter']",993f1f25-13aa-4fd6-830e-e1f7f516924d
1,1348,34.6354,109.9937,high_flow_river,28784,21419,15.6,"['VNIR', 'Altimeter']",ced702cf-5bd4-4d87-bcb1-40db3189abac
1,1648,56.0187,54.0104,high_flow_river,32929,53471,68.6,"['VNIR', 'Altimeter']",56fcd553-b728-4b9d-9f3a-c6fe87dbb382
1,1155,31.9187,-114.9854,high_flow_river,33937,52463,41.5,"['VNIR', 'Altimeter']",61c5ca35-4957-4e40-831e-117894a1f4e4
1,1844,17.9812,-102.1563,high_flow_river,35585,50815,100.0,"['VNIR', 'Altimeter']",51aaf355-935f-4f98-bcbb-01ffaf580c1c
0,554,34.2451,6.2984,algal_bloom,36386,50014,21.9,"['VNIR', 'TIR', 'Altimeter']",6b472c00-6c63-445c-9662-0377fe622ee6
0,640,34.0507,6.0226,algal_bloom,36386,50014,23.5,"['VNIR', 'TIR', 'Altimeter']",563c6ded-1338-4cf6-8745-c578dcb56709
0,884,35.6812,7.1142,algal_bloom,36386,50014,23.5,"['VNIR', 'TIR', 'Altimeter']",2d58bc34-dafa-4f94-ab53-7fdbd3ae3d56
0,813,67.221,19.2081,algal_bloom,38218,48182,70.0,"['VNIR', 'TIR', 'Altimeter']",a9abac5f-ba8b-49dc-bd20-85848f11030b
0,356,63.0804,14.4058,algal_bloom,38218,48182,51.8,"['VNIR', 'TIR', 'Altimeter']",6387e546-ca84-412e-8712-b643bfcf358b
1,1474,55.0104,56.0021,high_flow_river,38754,47646,11.8,"['VNIR', 'Altimeter']",6641dde0-64f1-4490-95dd-e24e5c48638e
1,1521,59.9812,79.0062,high_flow_river,39504,46896,9.7,"['VNIR', 'Altimeter']",2cdc5bb1-deb6-4343-914f-26af94505919
1,1549,60.5729,123.9937,high_flow_river,41834,44566,3.6,"['VNIR', 'Altimeter']",cee9c0e1-6920-41d4-9692-74b6a2db6023
1,1452,46.0229,47.7062,high_flow_river,43329,43071,23.4,"['VNIR', 'Altimeter']",2e1e70bc-9c7c-4897-8f94-f63d5871b755
1,1639,21.3937,52.9937,high_flow_river,43369,43031,100.0,"['VNIR', 'Altimeter']",f43721ba-3884-42ce-b601-4380ff22356a
0,756,-22.8842,-42.2215,algal_bloom,43526,42874,65.8,"['VNIR', 'TIR', 'Altimeter']",7f346c8d-36c2-410f-837b-cd43465dda7b
1,1461,48.0396,51.6021,high_flow_river,45521,40879,5.7,"['VNIR', 'Altimeter']",ad9c4a28-4ac0-4554-9260-e08b6962b3c7
0,337,-21.4587,-49.4971,algal_bloom,45717,40683,61.9,"['VNIR', 'TIR', 'Altimeter']",f9808f01-cef6-4925-b375-a556e5f43769
0,522,-18.3082,-48.9346,algal_bloom,45717,40683,40.1,"['VNIR', 'TIR', 'Altimeter']",0763be33-a2f8-4f21-8fd5-4f6b98ab617e
0,228,-18.6087,-45.2305,algal_bloom,45717,40683,28.5,"['VNIR', 'TIR', 'Altimeter']",4c855dfa-f46b-4d35-9cf0-49582825caa4
0,195,-14.155,-48.2888,algal_bloom,45717,40683,70.0,"['VNIR', 'TIR', 'Altimeter']",2776e9af-761a-4be5-b6b5-a5de46f1dded
0,172,-29.9573,-64.8259,algal_bloom,49585,36815,23.5,"['VNIR', 'TIR', 'Altimeter']",3dd519cb-c513-4434-a153-23e0a3c5c17c
0,26,-30.4993,-62.6583,algal_bloom,49585,36815,60.1,"['VNIR', 'TIR', 'Altimeter']",f5051c34-a0dd-42da-918b-e1c7ad09cc14
0,717,-3.5389,-63.2534,algal_bloom,51596,34804,70.0,"['VNIR', 'TIR', 'Altimeter']",eeca2f8c-8388-4ce9-9995-343e87468944
0,707,-3.4375,-64.8949,algal_bloom,51596,34804,70.0,"['VNIR', 'TIR', 'Altimeter']",328c4777-7aed-4e95-a0c7-805a4232f9de
0,265,-4.234,-63.3639,algal_bloom,51596,34804,70.0,"['VNIR', 'TIR', 'Altimeter']",ae472c11-4179-410f-94da-96c10c09c25c
0,992,-4.2692,-63.0565,algal_bloom,51596,34804,70.0,"['VNIR', 'TIR', 'Altimeter']",77dfdd78-555c-4da8-9281-447471972db2
1,1645,52.0062,47.3354,high_flow_river,53430,32970,100.0,"['VNIR', 'Altimeter']",861104c5-faa1-4d62-aea6-3539fa112d2d
1,1741,16.0021,3.3729,high_flow_river,54289,32111,100.0,"['VNIR', 'Altimeter']",532a4b9c-1493-4343-84db-35d57c60e0a1
1,1232,1.9937,22.6896,high_flow_river,54291,32109,93.5,"['VNIR', 'Altimeter']",d5571fd4-8745-4d1c-9ee2-6757a11bae2d
1,1568,55.9146,-118.0146,high_flow_river,54427,31973,1.7,"['VNIR', 'Altimeter']",090c7fc1-fce6-4978-8007-673f9f2e1831
1,1189,52.8687,12.0229,high_flow_river,54677,31723,44.4,"['VNIR', 'Altimeter']",9c9ea102-0719-4ee5-98e1-30a985d8d81b
1,1638,21.9104,48.6771,high_flow_river,54895,31505,73.8,"['VNIR', 'Altimeter']",a9380458-f5be-49a6-8a2b-7d9dc4b185f2
0,962,29.2948,-81.5898,algal_bloom,56936,29464,70.0,"['VNIR', 'TIR', 'Altimeter']",72144ee4-b279-4050-a5b8-07bbdd084e61
0,300,36.334,-87.9752,algal_bloom,56936,29464,70.0,"['VNIR', 'TIR', 'Altimeter']",507a5932-b841-4dbc-811f-857a2b98cb10
1,2002,67.3646,77.8812,high_flow_river,57906,28494,100.0,"['VNIR', 'Altimeter']",c8433d71-1d16-41dd-9782-386eeecec4b2
0,832,51.0757,-105.256,algal_bloom,62815,23585,70.0,"['VNIR', 'TIR', 'Altimeter']",0974f3f6-af82-46be-b3fe-1deeeae64078
0,902,42.9194,-112.7416,algal_bloom,62815,23585,51.8,"['VNIR', 'TIR', 'Altimeter']",eaf60efa-a89a-42bd-ac92-5eef73babd7c
0,24,41.2055,-112.6334,algal_bloom,62815,23585,63.8,"['VNIR', 'TIR', 'Altimeter']",32523cf4-3ca5-4acc-931b-d90fe07738c2
0,509,48.0363,-98.9345,algal_bloom,62815,23585,70.0,"['VNIR', 'TIR', 'Altimeter']",8b1a301e-610d-4241-8b41-e4f95b86cea5
1,1234,4.0271,45.5187,high_flow_river,65458,20942,20.4,"['VNIR', 'Altimeter']",5d49eb5f-c010-4c03-8b87-6d7580355320
1,2020,69.2437,-135.1521,high_flow_river,65847,20553,18.4,"['VNIR', 'Altimeter']",c974f7dd-3ba6-4fb3-be9f-8ede2105a675
0,482,69.1762,-110.7698,algal_bloom,66143,20257,67.9,"['VNIR', 'TIR', 'Altimeter']",323c9657-a0a7-4db6-98f5-9730c7d0cf20
0,701,70.0784,-107.4216,algal_bloom,66143,20257,53.3,"['VNIR', 'TIR', 'Altimeter']",b9e8baa0-0e0e-43bf-be43-08deb6a5590e
0,173,66.2832,-113.2426,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",f1ec5501-74a3-47ff-b6c1-2cfe52e731bc
0,188,64.9566,-118.3826,algal_bloom,66143,20257,51.8,"['VNIR', 'TIR', 'Altimeter']",21993719-4f27-4aa1-b6d9-11c04faad8e5
0,308,60.003,-104.6895,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",cbc5663d-5656-4d50-997c-1fc8c2427817
0,944,60.9213,-104.4478,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",432dda33-87be-49c8-9812-0f78180b838d
0,168,65.5965,-110.5833,algal_bloom,66143,20257,65.8,"['VNIR', 'TIR', 'Altimeter']",60953a3c-b1be-494b-a319-fbe253595156
0,179,65.1045,-112.4065,algal_bloom,66143,20257,46.1,"['VNIR', 'TIR', 'Altimeter']",0b6f57cc-3c43-45dc-815b-344a1ec123a2
0,574,71.0541,-106.611,algal_bloom,66143,20257,53.3,"['VNIR', 'TIR', 'Altimeter']",edd112fb-a33b-4b85-bbd7-80b9152f8295
0,734,69.6753,-107.1513,algal_bloom,66143,20257,34.0,"['VNIR', 'TIR', 'Altimeter']",69cc18df-c6dc-4ed7-ba20-f1d9a921387e
0,7,65.9112,-120.3774,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",c374d643-c4d0-4482-b64c-8e5daf0ddc15
0,203,61.8202,-108.9279,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",c0826df6-ed31-4a59-8a00-82a395fe6ddc
0,455,64.5941,-117.7036,algal_bloom,66143,20257,47.4,"['VNIR', 'TIR', 'Altimeter']",1d3b41c1-aa7c-4990-89d6-9ff94162890e
0,322,60.0211,-106.0066,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",279c0261-61f3-473c-af6c-77ceac74f121
0,307,69.408,-105.3105,algal_bloom,66143,20257,46.1,"['VNIR', 'TIR', 'Altimeter']",c598e812-238b-4d47-bdfc-1516391c39a1
0,993,63.0862,-118.3841,algal_bloom,66143,20257,46.1,"['VNIR', 'TIR', 'Altimeter']",2a228c25-6bbe-4684-9c6b-7f2a11d5bc95
0,284,63.9375,-107.5017,algal_bloom,66143,20257,54.9,"['VNIR', 'TIR', 'Altimeter']",fdb78e75-2108-4f84-a2b1-0700e90474b5
0,786,65.8854,-112.3664,algal_bloom,66143,20257,48.8,"['VNIR', 'TIR', 'Altimeter']",24fc0ee1-e621-4a01-9c51-b95243261b6d
0,639,61.444,-104.5056,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",f6bc965d-912b-4d1e-8b91-803ec8a582f7
0,564,62.59,-103.3734,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",53b736c7-aa06-4847-88e4-d31a15118e8f
0,9,61.8836,-113.6884,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",dd16d20a-5ac1-4d3e-b30e-4e5be8adc1dd
0,331,63.1545,-107.8504,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",d4fc6663-6a7a-42ce-be8a-d9f93ae45d05
0,833,61.5429,-105.5274,algal_bloom,66143,20257,70.0,"['VNIR', 'TIR', 'Altimeter']",f80888cf-1800-46eb-a0ab-be4a14ce98f7
1,1708,9.1062,20.0062,high_flow_river,69591,16809,1.5,"['VNIR', 'Altimeter']",ee6f7715-1298-4e25-bbfe-884de046dd7c
1,1302,-0.0479,33.1979,high_flow_river,69720,16680,85.2,"['VNIR', 'Altimeter']",dbcadac5-327e-43f3-a947-4ca5c29ae57d
0,213,-17.7803,140.2988,algal_bloom,85760,640,38.1,"['VNIR', 'TIR', 'Altimeter']",0e346bbe-1dc4-43e3-acf8-0475f33510ca
