Trial ID,Preplanner,Replanner,Connectivity,Mission,Data Processing,Date,in_testing,in_abridged,in_year_2019,calcBoundsOpt
322,DP,CBBA,Intraconstellation,Urgency,Instant,2019-05-15,False,False,True,0
323,DP,CBBA,Intraconstellation,Urgency,Instant,2019-08-10,False,False,True,0
324,DP,CBBA,Intraconstellation,Urgency,Instant,2019-11-10,False,False,True,0
325,DP,Greedy,GS,Co-observations,Ground,2019-05-15,False,False,True,0
326,DP,Greedy,GS,Co-observations,Ground,2019-08-10,False,False,True,0
327,DP,Greedy,GS,Co-observations,Ground,2019-11-10,False,False,True,0
328,DP,Greedy,GS,Co-observations,Onboard,2019-05-15,False,False,True,0
329,DP,Greedy,GS,Co-observations,Onboard,2019-08-10,False,False,True,0
330,DP,Greedy,GS,Co-observations,Onboard,2019-11-10,False,False,True,0
331,DP,Greedy,GS,Co-observations,Instant,2019-05-15,False,False,True,0
332,DP,Greedy,GS,Co-observations,Instant,2019-08-10,False,False,True,0
333,DP,Greedy,GS,Co-observations,Instant,2019-11-10,False,False,True,0
334,DP,Greedy,GS,Revisits,Ground,2019-05-15,False,False,True,0
335,DP,Greedy,GS,Revisits,Ground,2019-08-10,False,False,True,0
336,DP,Greedy,GS,Revisits,Ground,2019-11-10,False,False,True,0
337,DP,Greedy,GS,Revisits,Onboard,2019-05-15,False,False,True,0
338,DP,Greedy,GS,Revisits,Onboard,2019-08-10,False,False,True,0
339,DP,Greedy,GS,Revisits,Onboard,2019-11-10,False,False,True,0
340,DP,Greedy,GS,Revisits,Instant,2019-05-15,False,False,True,0
341,DP,Greedy,GS,Revisits,Instant,2019-08-10,False,False,True,0
342,DP,Greedy,GS,Revisits,Instant,2019-11-10,False,False,True,0
343,DP,Greedy,GS,Urgency,Ground,2019-05-15,False,False,True,0
344,DP,Greedy,GS,Urgency,Ground,2019-08-10,False,False,True,0
345,DP,Greedy,GS,Urgency,Ground,2019-11-10,False,False,True,0
346,DP,Greedy,GS,Urgency,Onboard,2019-05-15,False,False,True,0
347,DP,Greedy,GS,Urgency,Onboard,2019-08-10,False,False,True,0
348,DP,Greedy,GS,Urgency,Onboard,2019-11-10,False,False,True,0
349,DP,Greedy,GS,Urgency,Instant,2019-05-15,False,False,True,0
350,DP,Greedy,GS,Urgency,Instant,2019-08-10,False,False,True,0
351,DP,Greedy,GS,Urgency,Instant,2019-11-10,False,False,True,0
352,DP,Greedy,Interconstellation,Co-observations,Ground,2019-05-15,False,False,True,0
353,DP,Greedy,Interconstellation,Co-observations,Ground,2019-08-10,False,False,True,0
354,DP,Greedy,Interconstellation,Co-observations,Ground,2019-11-10,False,False,True,0
355,DP,Greedy,Interconstellation,Co-observations,Onboard,2019-05-15,False,False,True,0
356,DP,Greedy,Interconstellation,Co-observations,Onboard,2019-08-10,False,False,True,0
357,DP,Greedy,Interconstellation,Co-observations,Onboard,2019-11-10,False,False,True,0
358,DP,Greedy,Interconstellation,Co-observations,Instant,2019-05-15,False,False,True,0
359,DP,Greedy,Interconstellation,Co-observations,Instant,2019-08-10,False,False,True,0
360,DP,Greedy,Interconstellation,Co-observations,Instant,2019-11-10,False,False,True,0
361,DP,Greedy,Interconstellation,Revisits,Ground,2019-05-15,False,False,True,0
362,DP,Greedy,Interconstellation,Revisits,Ground,2019-08-10,False,False,True,0
363,DP,Greedy,Interconstellation,Revisits,Ground,2019-11-10,False,False,True,0
364,DP,Greedy,Interconstellation,Revisits,Onboard,2019-05-15,False,False,True,0
365,DP,Greedy,Interconstellation,Revisits,Onboard,2019-08-10,False,False,True,0
366,DP,Greedy,Interconstellation,Revisits,Onboard,2019-11-10,False,False,True,0
367,DP,Greedy,Interconstellation,Revisits,Instant,2019-05-15,False,False,True,0
368,DP,Greedy,Interconstellation,Revisits,Instant,2019-08-10,False,False,True,0
369,DP,Greedy,Interconstellation,Revisits,Instant,2019-11-10,False,False,True,0
370,DP,Greedy,Interconstellation,Urgency,Ground,2019-05-15,False,False,True,0
371,DP,Greedy,Interconstellation,Urgency,Ground,2019-08-10,False,False,True,0
372,DP,Greedy,Interconstellation,Urgency,Ground,2019-11-10,False,False,True,0
373,DP,Greedy,Interconstellation,Urgency,Onboard,2019-05-15,False,False,True,0
374,DP,Greedy,Interconstellation,Urgency,Onboard,2019-08-10,False,False,True,0
375,DP,Greedy,Interconstellation,Urgency,Onboard,2019-11-10,False,False,True,0
376,DP,Greedy,Interconstellation,Urgency,Instant,2019-05-15,False,False,True,0
377,DP,Greedy,Interconstellation,Urgency,Instant,2019-08-10,False,False,True,0
378,DP,Greedy,Interconstellation,Urgency,Instant,2019-11-10,False,False,True,0
379,DP,Greedy,Intraconstellation,Co-observations,Ground,2019-05-15,False,False,True,0
380,DP,Greedy,Intraconstellation,Co-observations,Ground,2019-08-10,False,False,True,0
381,DP,Greedy,Intraconstellation,Co-observations,Ground,2019-11-10,False,False,True,0
382,DP,Greedy,Intraconstellation,Co-observations,Onboard,2019-05-15,False,False,True,0
383,DP,Greedy,Intraconstellation,Co-observations,Onboard,2019-08-10,False,False,True,0
384,DP,Greedy,Intraconstellation,Co-observations,Onboard,2019-11-10,False,False,True,0
385,DP,Greedy,Intraconstellation,Co-observations,Instant,2019-05-15,False,False,True,0
386,DP,Greedy,Intraconstellation,Co-observations,Instant,2019-08-10,False,False,True,0
387,DP,Greedy,Intraconstellation,Co-observations,Instant,2019-11-10,False,False,True,0
388,DP,Greedy,Intraconstellation,Revisits,Ground,2019-05-15,False,False,True,0
389,DP,Greedy,Intraconstellation,Revisits,Ground,2019-08-10,False,False,True,0
390,DP,Greedy,Intraconstellation,Revisits,Ground,2019-11-10,False,False,True,0
391,DP,Greedy,Intraconstellation,Revisits,Onboard,2019-05-15,False,False,True,0
392,DP,Greedy,Intraconstellation,Revisits,Onboard,2019-08-10,False,False,True,0
393,DP,Greedy,Intraconstellation,Revisits,Onboard,2019-11-10,False,False,True,0
394,DP,Greedy,Intraconstellation,Revisits,Instant,2019-05-15,False,False,True,0
395,DP,Greedy,Intraconstellation,Revisits,Instant,2019-08-10,False,False,True,0
396,DP,Greedy,Intraconstellation,Revisits,Instant,2019-11-10,False,False,True,0
397,DP,Greedy,Intraconstellation,Urgency,Ground,2019-05-15,False,False,True,0
398,DP,Greedy,Intraconstellation,Urgency,Ground,2019-08-10,False,False,True,0
399,DP,Greedy,Intraconstellation,Urgency,Ground,2019-11-10,False,False,True,0
400,DP,Greedy,Intraconstellation,Urgency,Onboard,2019-05-15,False,False,True,0
401,DP,Greedy,Intraconstellation,Urgency,Onboard,2019-08-10,False,False,True,0
402,DP,Greedy,Intraconstellation,Urgency,Onboard,2019-11-10,False,False,True,0
403,DP,Greedy,Intraconstellation,Urgency,Instant,2019-05-15,False,False,True,0
404,DP,Greedy,Intraconstellation,Urgency,Instant,2019-08-10,False,False,True,0
405,DP,Greedy,Intraconstellation,Urgency,Instant,2019-11-10,False,False,True,0
406,DP,None,GS,Co-observations,Ground,2019-05-15,False,False,True,0
407,DP,None,GS,Co-observations,Ground,2019-08-10,False,False,True,0
408,DP,None,GS,Co-observations,Ground,2019-11-10,False,False,True,0
409,DP,None,GS,Co-observations,Onboard,2019-05-15,False,False,True,0
410,DP,None,GS,Co-observations,Onboard,2019-08-10,False,False,True,0
411,DP,None,GS,Co-observations,Onboard,2019-11-10,False,False,True,0
412,DP,None,GS,Co-observations,Instant,2019-05-15,False,False,True,0
413,DP,None,GS,Co-observations,Instant,2019-08-10,False,False,True,0
414,DP,None,GS,Co-observations,Instant,2019-11-10,False,False,True,0
415,DP,None,GS,Revisits,Ground,2019-05-15,False,False,True,0
416,DP,None,GS,Revisits,Ground,2019-08-10,False,False,True,0
417,DP,None,GS,Revisits,Ground,2019-11-10,False,False,True,0
418,DP,None,GS,Revisits,Onboard,2019-05-15,False,False,True,0
419,DP,None,GS,Revisits,Onboard,2019-08-10,False,False,True,0
420,DP,None,GS,Revisits,Onboard,2019-11-10,False,False,True,0
421,DP,None,GS,Revisits,Instant,2019-05-15,False,False,True,0
422,DP,None,GS,Revisits,Instant,2019-08-10,False,False,True,0
423,DP,None,GS,Revisits,Instant,2019-11-10,False,False,True,0
424,DP,None,GS,Urgency,Ground,2019-05-15,False,False,True,0
425,DP,None,GS,Urgency,Ground,2019-08-10,False,False,True,0
426,DP,None,GS,Urgency,Ground,2019-11-10,False,False,True,0
427,DP,None,GS,Urgency,Onboard,2019-05-15,False,False,True,0
428,DP,None,GS,Urgency,Onboard,2019-08-10,False,False,True,0
429,DP,None,GS,Urgency,Onboard,2019-11-10,False,False,True,0
430,DP,None,GS,Urgency,Instant,2019-05-15,False,False,True,0
431,DP,None,GS,Urgency,Instant,2019-08-10,False,False,True,0
432,DP,None,GS,Urgency,Instant,2019-11-10,False,False,True,0
433,DP,None,Interconstellation,Co-observations,Ground,2019-05-15,False,False,True,0
434,DP,None,Interconstellation,Co-observations,Ground,2019-08-10,False,False,True,0
435,DP,None,Interconstellation,Co-observations,Ground,2019-11-10,False,False,True,0
436,DP,None,Interconstellation,Co-observations,Onboard,2019-05-15,False,False,True,0
437,DP,None,Interconstellation,Co-observations,Onboard,2019-08-10,False,False,True,0
438,DP,None,Interconstellation,Co-observations,Onboard,2019-11-10,False,False,True,0
439,DP,None,Interconstellation,Co-observations,Instant,2019-05-15,False,False,True,0
440,DP,None,Interconstellation,Co-observations,Instant,2019-08-10,False,False,True,0
441,DP,None,Interconstellation,Co-observations,Instant,2019-11-10,False,False,True,0
442,DP,None,Interconstellation,Revisits,Ground,2019-05-15,False,False,True,0
443,DP,None,Interconstellation,Revisits,Ground,2019-08-10,False,False,True,0
444,DP,None,Interconstellation,Revisits,Ground,2019-11-10,False,False,True,0
445,DP,None,Interconstellation,Revisits,Onboard,2019-05-15,False,False,True,0
446,DP,None,Interconstellation,Revisits,Onboard,2019-08-10,False,False,True,0
447,DP,None,Interconstellation,Revisits,Onboard,2019-11-10,False,False,True,0
448,DP,None,Interconstellation,Revisits,Instant,2019-05-15,False,False,True,0
449,DP,None,Interconstellation,Revisits,Instant,2019-08-10,False,False,True,0
450,DP,None,Interconstellation,Revisits,Instant,2019-11-10,False,False,True,0
451,DP,None,Interconstellation,Urgency,Ground,2019-05-15,False,False,True,0
452,DP,None,Interconstellation,Urgency,Ground,2019-08-10,False,False,True,0
453,DP,None,Interconstellation,Urgency,Ground,2019-11-10,False,False,True,0
454,DP,None,Interconstellation,Urgency,Onboard,2019-05-15,False,False,True,0
455,DP,None,Interconstellation,Urgency,Onboard,2019-08-10,False,False,True,0
456,DP,None,Interconstellation,Urgency,Onboard,2019-11-10,False,False,True,0
457,DP,None,Interconstellation,Urgency,Instant,2019-05-15,False,False,True,0
458,DP,None,Interconstellation,Urgency,Instant,2019-08-10,False,False,True,0
459,DP,None,Interconstellation,Urgency,Instant,2019-11-10,False,False,True,0
460,DP,None,Intraconstellation,Co-observations,Ground,2019-05-15,False,False,True,0
461,DP,None,Intraconstellation,Co-observations,Ground,2019-08-10,False,False,True,0
462,DP,None,Intraconstellation,Co-observations,Ground,2019-11-10,False,False,True,0
463,DP,None,Intraconstellation,Co-observations,Onboard,2019-05-15,False,False,True,0
464,DP,None,Intraconstellation,Co-observations,Onboard,2019-08-10,False,False,True,0
465,DP,None,Intraconstellation,Co-observations,Onboard,2019-11-10,False,False,True,0
466,DP,None,Intraconstellation,Co-observations,Instant,2019-05-15,False,False,True,0
467,DP,None,Intraconstellation,Co-observations,Instant,2019-08-10,False,False,True,0
468,DP,None,Intraconstellation,Co-observations,Instant,2019-11-10,False,False,True,0
469,DP,None,Intraconstellation,Revisits,Ground,2019-05-15,False,False,True,0
470,DP,None,Intraconstellation,Revisits,Ground,2019-08-10,False,False,True,0
471,DP,None,Intraconstellation,Revisits,Ground,2019-11-10,False,False,True,0
472,DP,None,Intraconstellation,Revisits,Onboard,2019-05-15,False,False,True,0
473,DP,None,Intraconstellation,Revisits,Onboard,2019-08-10,False,False,True,0
474,DP,None,Intraconstellation,Revisits,Onboard,2019-11-10,False,False,True,0
475,DP,None,Intraconstellation,Revisits,Instant,2019-05-15,False,False,True,0
476,DP,None,Intraconstellation,Revisits,Instant,2019-08-10,False,False,True,0
477,DP,None,Intraconstellation,Revisits,Instant,2019-11-10,False,False,True,0
478,DP,None,Intraconstellation,Urgency,Ground,2019-05-15,False,False,True,0
479,DP,None,Intraconstellation,Urgency,Ground,2019-08-10,False,False,True,0
480,DP,None,Intraconstellation,Urgency,Ground,2019-11-10,False,False,True,0
481,DP,None,Intraconstellation,Urgency,Onboard,2019-05-15,False,False,True,0
482,DP,None,Intraconstellation,Urgency,Onboard,2019-08-10,False,False,True,0
483,DP,None,Intraconstellation,Urgency,Onboard,2019-11-10,False,False,True,0
484,DP,None,Intraconstellation,Urgency,Instant,2019-05-15,False,False,True,0
485,DP,None,Intraconstellation,Urgency,Instant,2019-08-10,False,False,True,0
486,DP,None,Intraconstellation,Urgency,Instant,2019-11-10,False,False,True,0
487,None,CBBA,GS,Co-observations,Ground,2019-05-15,False,False,True,0
488,None,CBBA,GS,Co-observations,Ground,2019-08-10,False,False,True,0
489,None,CBBA,GS,Co-observations,Ground,2019-11-10,False,False,True,0
490,None,CBBA,GS,Co-observations,Onboard,2019-05-15,False,False,True,0
491,None,CBBA,GS,Co-observations,Onboard,2019-08-10,False,False,True,0
492,None,CBBA,GS,Co-observations,Onboard,2019-11-10,False,False,True,0
493,None,CBBA,GS,Co-observations,Instant,2019-05-15,False,False,True,0
494,None,CBBA,GS,Co-observations,Instant,2019-08-10,False,False,True,0
495,None,CBBA,GS,Co-observations,Instant,2019-11-10,False,False,True,0
496,None,CBBA,GS,Revisits,Ground,2019-05-15,False,False,True,0
497,None,CBBA,GS,Revisits,Ground,2019-08-10,False,False,True,0
498,None,CBBA,GS,Revisits,Ground,2019-11-10,False,False,True,0
499,None,CBBA,GS,Revisits,Onboard,2019-05-15,False,False,True,0
500,None,CBBA,GS,Revisits,Onboard,2019-08-10,False,False,True,0
501,None,CBBA,GS,Revisits,Onboard,2019-11-10,False,False,True,0
502,None,CBBA,GS,Revisits,Instant,2019-05-15,False,False,True,0
503,None,CBBA,GS,Revisits,Instant,2019-08-10,False,False,True,0
504,None,CBBA,GS,Revisits,Instant,2019-11-10,False,False,True,0
505,None,CBBA,GS,Urgency,Ground,2019-05-15,False,False,True,0
506,None,CBBA,GS,Urgency,Ground,2019-08-10,False,False,True,0
507,None,CBBA,GS,Urgency,Ground,2019-11-10,False,False,True,0
508,None,CBBA,GS,Urgency,Onboard,2019-05-15,False,False,True,0
509,None,CBBA,GS,Urgency,Onboard,2019-08-10,False,False,True,0
510,None,CBBA,GS,Urgency,Onboard,2019-11-10,False,False,True,0
511,None,CBBA,GS,Urgency,Instant,2019-05-15,False,False,True,0
512,None,CBBA,GS,Urgency,Instant,2019-08-10,False,False,True,0
513,None,CBBA,GS,Urgency,Instant,2019-11-10,False,False,True,0
514,None,CBBA,Interconstellation,Co-observations,Ground,2019-05-15,False,False,True,0
515,None,CBBA,Interconstellation,Co-observations,Ground,2019-08-10,False,False,True,0
516,None,CBBA,Interconstellation,Co-observations,Ground,2019-11-10,False,False,True,0
517,None,CBBA,Interconstellation,Co-observations,Onboard,2019-05-15,False,False,True,0
518,None,CBBA,Interconstellation,Co-observations,Onboard,2019-08-10,False,False,True,0
519,None,CBBA,Interconstellation,Co-observations,Onboard,2019-11-10,False,False,True,0
520,None,CBBA,Interconstellation,Co-observations,Instant,2019-05-15,False,False,True,0
521,None,CBBA,Interconstellation,Co-observations,Instant,2019-08-10,False,False,True,0
522,None,CBBA,Interconstellation,Co-observations,Instant,2019-11-10,False,False,True,0
523,None,CBBA,Interconstellation,Revisits,Ground,2019-05-15,False,False,True,0
524,None,CBBA,Interconstellation,Revisits,Ground,2019-08-10,False,False,True,0
525,None,CBBA,Interconstellation,Revisits,Ground,2019-11-10,False,False,True,0
526,None,CBBA,Interconstellation,Revisits,Onboard,2019-05-15,False,False,True,0
527,None,CBBA,Interconstellation,Revisits,Onboard,2019-08-10,False,False,True,0
528,None,CBBA,Interconstellation,Revisits,Onboard,2019-11-10,False,False,True,0
529,None,CBBA,Interconstellation,Revisits,Instant,2019-05-15,False,False,True,0
530,None,CBBA,Interconstellation,Revisits,Instant,2019-08-10,False,False,True,0
531,None,CBBA,Interconstellation,Revisits,Instant,2019-11-10,False,False,True,0
532,None,CBBA,Interconstellation,Urgency,Ground,2019-05-15,False,False,True,0
533,None,CBBA,Interconstellation,Urgency,Ground,2019-08-10,False,False,True,0
534,None,CBBA,Interconstellation,Urgency,Ground,2019-11-10,False,False,True,0
535,None,CBBA,Interconstellation,Urgency,Onboard,2019-05-15,False,False,True,0
536,None,CBBA,Interconstellation,Urgency,Onboard,2019-08-10,False,False,True,0
537,None,CBBA,Interconstellation,Urgency,Onboard,2019-11-10,False,False,True,0
538,None,CBBA,Interconstellation,Urgency,Instant,2019-05-15,False,False,True,0
539,None,CBBA,Interconstellation,Urgency,Instant,2019-08-10,False,False,True,0
540,None,CBBA,Interconstellation,Urgency,Instant,2019-11-10,False,False,True,0
541,None,CBBA,Intraconstellation,Co-observations,Ground,2019-05-15,False,False,True,0
542,None,CBBA,Intraconstellation,Co-observations,Ground,2019-08-10,False,False,True,0
543,None,CBBA,Intraconstellation,Co-observations,Ground,2019-11-10,False,False,True,0
544,None,CBBA,Intraconstellation,Co-observations,Onboard,2019-05-15,False,False,True,0
545,None,CBBA,Intraconstellation,Co-observations,Onboard,2019-08-10,False,False,True,0
546,None,CBBA,Intraconstellation,Co-observations,Onboard,2019-11-10,False,False,True,0
547,None,CBBA,Intraconstellation,Co-observations,Instant,2019-05-15,False,False,True,0
548,None,CBBA,Intraconstellation,Co-observations,Instant,2019-08-10,False,False,True,0
549,None,CBBA,Intraconstellation,Co-observations,Instant,2019-11-10,False,False,True,0
550,None,CBBA,Intraconstellation,Revisits,Ground,2019-05-15,False,False,True,0
551,None,CBBA,Intraconstellation,Revisits,Ground,2019-08-10,False,False,True,0
552,None,CBBA,Intraconstellation,Revisits,Ground,2019-11-10,False,False,True,0
553,None,CBBA,Intraconstellation,Revisits,Onboard,2019-05-15,False,False,True,0
554,None,CBBA,Intraconstellation,Revisits,Onboard,2019-08-10,False,False,True,0
555,None,CBBA,Intraconstellation,Revisits,Onboard,2019-11-10,False,False,True,0
556,None,CBBA,Intraconstellation,Revisits,Instant,2019-05-15,False,False,True,0
557,None,CBBA,Intraconstellation,Revisits,Instant,2019-08-10,False,False,True,0
558,None,CBBA,Intraconstellation,Revisits,Instant,2019-11-10,False,False,True,0
559,None,CBBA,Intraconstellation,Urgency,Ground,2019-05-15,False,False,True,0
560,None,CBBA,Intraconstellation,Urgency,Ground,2019-08-10,False,False,True,0
561,None,CBBA,Intraconstellation,Urgency,Ground,2019-11-10,False,False,True,0
562,None,CBBA,Intraconstellation,Urgency,Onboard,2019-05-15,False,False,True,0
563,None,CBBA,Intraconstellation,Urgency,Onboard,2019-08-10,False,False,True,0
564,None,CBBA,Intraconstellation,Urgency,Onboard,2019-11-10,False,False,True,0
565,None,CBBA,Intraconstellation,Urgency,Instant,2019-05-15,False,False,True,0
566,None,CBBA,Intraconstellation,Urgency,Instant,2019-08-10,False,False,True,0
567,None,CBBA,Intraconstellation,Urgency,Instant,2019-11-10,False,False,True,0
568,None,Greedy,GS,Co-observations,Ground,2019-05-15,False,False,True,0
569,None,Greedy,GS,Co-observations,Ground,2019-08-10,False,False,True,0
570,None,Greedy,GS,Co-observations,Ground,2019-11-10,False,False,True,0
571,None,Greedy,GS,Co-observations,Onboard,2019-05-15,False,False,True,0
572,None,Greedy,GS,Co-observations,Onboard,2019-08-10,False,False,True,0
573,None,Greedy,GS,Co-observations,Onboard,2019-11-10,False,False,True,0
574,None,Greedy,GS,Co-observations,Instant,2019-05-15,False,False,True,0
575,None,Greedy,GS,Co-observations,Instant,2019-08-10,False,False,True,0
576,None,Greedy,GS,Co-observations,Instant,2019-11-10,False,False,True,0
577,None,Greedy,GS,Revisits,Ground,2019-05-15,False,False,True,0
578,None,Greedy,GS,Revisits,Ground,2019-08-10,False,False,True,0
579,None,Greedy,GS,Revisits,Ground,2019-11-10,False,False,True,0
580,None,Greedy,GS,Revisits,Onboard,2019-05-15,False,False,True,0
581,None,Greedy,GS,Revisits,Onboard,2019-08-10,False,False,True,0
582,None,Greedy,GS,Revisits,Onboard,2019-11-10,False,False,True,0
583,None,Greedy,GS,Revisits,Instant,2019-05-15,False,False,True,0
584,None,Greedy,GS,Revisits,Instant,2019-08-10,False,False,True,0
585,None,Greedy,GS,Revisits,Instant,2019-11-10,False,False,True,0
586,None,Greedy,GS,Urgency,Ground,2019-05-15,False,False,True,0
587,None,Greedy,GS,Urgency,Ground,2019-08-10,False,False,True,0
588,None,Greedy,GS,Urgency,Ground,2019-11-10,False,False,True,0
589,None,Greedy,GS,Urgency,Onboard,2019-05-15,False,False,True,0
590,None,Greedy,GS,Urgency,Onboard,2019-08-10,False,False,True,0
591,None,Greedy,GS,Urgency,Onboard,2019-11-10,False,False,True,0
592,None,Greedy,GS,Urgency,Instant,2019-05-15,False,False,True,0
593,None,Greedy,GS,Urgency,Instant,2019-08-10,False,False,True,0
594,None,Greedy,GS,Urgency,Instant,2019-11-10,False,False,True,0
595,None,Greedy,Interconstellation,Co-observations,Ground,2019-05-15,False,False,True,0
596,None,Greedy,Interconstellation,Co-observations,Ground,2019-08-10,False,False,True,0
597,None,Greedy,Interconstellation,Co-observations,Ground,2019-11-10,False,False,True,0
598,None,Greedy,Interconstellation,Co-observations,Onboard,2019-05-15,False,False,True,0
599,None,Greedy,Interconstellation,Co-observations,Onboard,2019-08-10,False,False,True,0
600,None,Greedy,Interconstellation,Co-observations,Onboard,2019-11-10,False,False,True,0
601,None,Greedy,Interconstellation,Co-observations,Instant,2019-05-15,False,False,True,0
602,None,Greedy,Interconstellation,Co-observations,Instant,2019-08-10,False,False,True,0
603,None,Greedy,Interconstellation,Co-observations,Instant,2019-11-10,False,False,True,0
604,None,Greedy,Interconstellation,Revisits,Ground,2019-05-15,False,False,True,0
605,None,Greedy,Interconstellation,Revisits,Ground,2019-08-10,False,False,True,0
606,None,Greedy,Interconstellation,Revisits,Ground,2019-11-10,False,False,True,0
607,None,Greedy,Interconstellation,Revisits,Onboard,2019-05-15,False,False,True,0
608,None,Greedy,Interconstellation,Revisits,Onboard,2019-08-10,False,False,True,0
609,None,Greedy,Interconstellation,Revisits,Onboard,2019-11-10,False,False,True,0
610,None,Greedy,Interconstellation,Revisits,Instant,2019-05-15,False,False,True,0
611,None,Greedy,Interconstellation,Revisits,Instant,2019-08-10,False,False,True,0
612,None,Greedy,Interconstellation,Revisits,Instant,2019-11-10,False,False,True,0
613,None,Greedy,Interconstellation,Urgency,Ground,2019-05-15,False,False,True,0
614,None,Greedy,Interconstellation,Urgency,Ground,2019-08-10,False,False,True,0
615,None,Greedy,Interconstellation,Urgency,Ground,2019-11-10,False,False,True,0
616,None,Greedy,Interconstellation,Urgency,Onboard,2019-05-15,False,False,True,0
617,None,Greedy,Interconstellation,Urgency,Onboard,2019-08-10,False,False,True,0
618,None,Greedy,Interconstellation,Urgency,Onboard,2019-11-10,False,False,True,0
619,None,Greedy,Interconstellation,Urgency,Instant,2019-05-15,False,False,True,0
620,None,Greedy,Interconstellation,Urgency,Instant,2019-08-10,False,False,True,0
621,None,Greedy,Interconstellation,Urgency,Instant,2019-11-10,False,False,True,0
622,None,Greedy,Intraconstellation,Co-observations,Ground,2019-05-15,False,False,True,0
623,None,Greedy,Intraconstellation,Co-observations,Ground,2019-08-10,False,False,True,0
624,None,Greedy,Intraconstellation,Co-observations,Ground,2019-11-10,False,False,True,0
625,None,Greedy,Intraconstellation,Co-observations,Onboard,2019-05-15,False,False,True,0
626,None,Greedy,Intraconstellation,Co-observations,Onboard,2019-08-10,False,False,True,0
627,None,Greedy,Intraconstellation,Co-observations,Onboard,2019-11-10,False,False,True,0
628,None,Greedy,Intraconstellation,Co-observations,Instant,2019-05-15,False,False,True,0
629,None,Greedy,Intraconstellation,Co-observations,Instant,2019-08-10,False,False,True,0
630,None,Greedy,Intraconstellation,Co-observations,Instant,2019-11-10,False,False,True,0
631,None,Greedy,Intraconstellation,Revisits,Ground,2019-05-15,False,False,True,0
632,None,Greedy,Intraconstellation,Revisits,Ground,2019-08-10,False,False,True,0
633,None,Greedy,Intraconstellation,Revisits,Ground,2019-11-10,False,False,True,0
634,None,Greedy,Intraconstellation,Revisits,Onboard,2019-05-15,False,False,True,0
635,None,Greedy,Intraconstellation,Revisits,Onboard,2019-08-10,False,False,True,0
636,None,Greedy,Intraconstellation,Revisits,Onboard,2019-11-10,False,False,True,0
637,None,Greedy,Intraconstellation,Revisits,Instant,2019-05-15,False,False,True,2
638,None,Greedy,Intraconstellation,Revisits,Instant,2019-08-10,False,False,True,2
639,None,Greedy,Intraconstellation,Revisits,Instant,2019-11-10,False,False,True,2
640,None,Greedy,Intraconstellation,Urgency,Ground,2019-05-15,False,False,True,0
641,None,Greedy,Intraconstellation,Urgency,Ground,2019-08-10,False,False,True,0
642,None,Greedy,Intraconstellation,Urgency,Ground,2019-11-10,False,False,True,0
643,None,Greedy,Intraconstellation,Urgency,Onboard,2019-05-15,False,False,True,0
644,None,Greedy,Intraconstellation,Urgency,Onboard,2019-08-10,False,False,True,0
645,None,Greedy,Intraconstellation,Urgency,Onboard,2019-11-10,False,False,True,0
646,None,Greedy,Intraconstellation,Urgency,Instant,2019-05-15,False,False,True,2
647,None,Greedy,Intraconstellation,Urgency,Instant,2019-08-10,False,False,True,2
648,None,Greedy,Intraconstellation,Urgency,Instant,2019-11-10,False,False,True,2
649,None,None,GS,Co-observations,Ground,2019-05-15,False,False,True,2
650,None,None,GS,Co-observations,Ground,2019-08-10,False,False,True,2
651,None,None,GS,Co-observations,Ground,2019-11-10,False,False,True,2
