Trial ID,Preplanner,Replanner,Connectivity,Scenario,Data Processing,Constellation,Date,in_centralization
317,DP,None,GS,water_quality,Oracle,Walker-Delta,2019-05-15,True
318,DP,None,GS,water_quality,Oracle,Walker-Delta,2019-08-10,True
319,DP,None,GS,water_quality,Oracle,Walker-Delta,2019-11-10,True
320,DP,None,Interconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
321,DP,None,Interconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
322,DP,None,Interconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
323,DP,None,Interconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
324,DP,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
325,DP,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
326,DP,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
327,DP,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
328,DP,None,Interconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
329,DP,None,Interconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
330,DP,None,Interconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
331,DP,None,Interconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
332,DP,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
333,DP,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
334,DP,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
335,DP,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
336,DP,None,Interconstellation,water_quality,Onboard,Commercial,2019-02-15,True
337,DP,None,Interconstellation,water_quality,Onboard,Commercial,2019-05-15,True
338,DP,None,Interconstellation,water_quality,Onboard,Commercial,2019-08-10,True
339,DP,None,Interconstellation,water_quality,Onboard,Commercial,2019-11-10,True
340,DP,None,Interconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
341,DP,None,Interconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
342,DP,None,Interconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
343,DP,None,Interconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
344,DP,None,Interconstellation,water_quality,Oracle,Commercial,2019-02-15,True
345,DP,None,Interconstellation,water_quality,Oracle,Commercial,2019-05-15,True
346,DP,None,Interconstellation,water_quality,Oracle,Commercial,2019-08-10,True
347,DP,None,Interconstellation,water_quality,Oracle,Commercial,2019-11-10,True
348,DP,None,Interconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
349,DP,None,Interconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
350,DP,None,Interconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
351,DP,None,Interconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
352,DP,None,Intraconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
353,DP,None,Intraconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
354,DP,None,Intraconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
355,DP,None,Intraconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
356,DP,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
357,DP,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
358,DP,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
359,DP,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
360,DP,None,Intraconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
361,DP,None,Intraconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
362,DP,None,Intraconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
363,DP,None,Intraconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
364,DP,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
365,DP,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
366,DP,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
367,DP,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
368,DP,None,Intraconstellation,water_quality,Onboard,Commercial,2019-02-15,True
369,DP,None,Intraconstellation,water_quality,Onboard,Commercial,2019-05-15,True
370,DP,None,Intraconstellation,water_quality,Onboard,Commercial,2019-08-10,True
371,DP,None,Intraconstellation,water_quality,Onboard,Commercial,2019-11-10,True
372,DP,None,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
373,DP,None,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
374,DP,None,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
375,DP,None,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
376,DP,None,Intraconstellation,water_quality,Oracle,Commercial,2019-02-15,True
377,DP,None,Intraconstellation,water_quality,Oracle,Commercial,2019-05-15,True
378,DP,None,Intraconstellation,water_quality,Oracle,Commercial,2019-08-10,True
379,DP,None,Intraconstellation,water_quality,Oracle,Commercial,2019-11-10,True
380,DP,None,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
381,DP,None,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
382,DP,None,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
383,DP,None,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
384,None,CBBA,GS,Comprehensive,Onboard,Commercial,2019-02-15,True
385,None,CBBA,GS,Comprehensive,Onboard,Commercial,2019-05-15,True
386,None,CBBA,GS,Comprehensive,Onboard,Commercial,2019-08-10,True
387,None,CBBA,GS,Comprehensive,Onboard,Commercial,2019-11-10,True
388,None,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
389,None,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
390,None,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
391,None,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
392,None,CBBA,GS,Comprehensive,Oracle,Commercial,2019-02-15,True
393,None,CBBA,GS,Comprehensive,Oracle,Commercial,2019-05-15,True
394,None,CBBA,GS,Comprehensive,Oracle,Commercial,2019-08-10,True
395,None,CBBA,GS,Comprehensive,Oracle,Commercial,2019-11-10,True
396,None,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
397,None,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
398,None,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
399,None,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
400,None,CBBA,GS,water_quality,Onboard,Commercial,2019-02-15,True
401,None,CBBA,GS,water_quality,Onboard,Commercial,2019-05-15,True
402,None,CBBA,GS,water_quality,Onboard,Commercial,2019-08-10,True
403,None,CBBA,GS,water_quality,Onboard,Commercial,2019-11-10,True
404,None,CBBA,GS,water_quality,Onboard,Walker-Delta,2019-02-15,True
405,None,CBBA,GS,water_quality,Onboard,Walker-Delta,2019-05-15,True
406,None,CBBA,GS,water_quality,Onboard,Walker-Delta,2019-08-10,True
407,None,CBBA,GS,water_quality,Onboard,Walker-Delta,2019-11-10,True
408,None,CBBA,GS,water_quality,Oracle,Commercial,2019-02-15,True
409,None,CBBA,GS,water_quality,Oracle,Commercial,2019-05-15,True
410,None,CBBA,GS,water_quality,Oracle,Commercial,2019-08-10,True
411,None,CBBA,GS,water_quality,Oracle,Commercial,2019-11-10,True
412,None,CBBA,GS,water_quality,Oracle,Walker-Delta,2019-02-15,True
413,None,CBBA,GS,water_quality,Oracle,Walker-Delta,2019-05-15,True
414,None,CBBA,GS,water_quality,Oracle,Walker-Delta,2019-08-10,True
415,None,CBBA,GS,water_quality,Oracle,Walker-Delta,2019-11-10,True
416,None,CBBA,Interconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
417,None,CBBA,Interconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
418,None,CBBA,Interconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
419,None,CBBA,Interconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
420,None,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
421,None,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
422,None,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
423,None,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
424,None,CBBA,Interconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
425,None,CBBA,Interconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
426,None,CBBA,Interconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
427,None,CBBA,Interconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
428,None,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
429,None,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
430,None,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
431,None,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
432,None,CBBA,Interconstellation,water_quality,Onboard,Commercial,2019-02-15,True
433,None,CBBA,Interconstellation,water_quality,Onboard,Commercial,2019-05-15,True
434,None,CBBA,Interconstellation,water_quality,Onboard,Commercial,2019-08-10,True
435,None,CBBA,Interconstellation,water_quality,Onboard,Commercial,2019-11-10,True
436,None,CBBA,Interconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
437,None,CBBA,Interconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
438,None,CBBA,Interconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
439,None,CBBA,Interconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
440,None,CBBA,Interconstellation,water_quality,Oracle,Commercial,2019-02-15,True
441,None,CBBA,Interconstellation,water_quality,Oracle,Commercial,2019-05-15,True
442,None,CBBA,Interconstellation,water_quality,Oracle,Commercial,2019-08-10,True
443,None,CBBA,Interconstellation,water_quality,Oracle,Commercial,2019-11-10,True
444,None,CBBA,Interconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
445,None,CBBA,Interconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
446,None,CBBA,Interconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
447,None,CBBA,Interconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
448,None,CBBA,Intraconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
449,None,CBBA,Intraconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
450,None,CBBA,Intraconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
451,None,CBBA,Intraconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
452,None,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
453,None,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
454,None,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
455,None,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
456,None,CBBA,Intraconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
457,None,CBBA,Intraconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
458,None,CBBA,Intraconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
459,None,CBBA,Intraconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
460,None,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
461,None,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
462,None,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
463,None,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
464,None,CBBA,Intraconstellation,water_quality,Onboard,Commercial,2019-02-15,True
465,None,CBBA,Intraconstellation,water_quality,Onboard,Commercial,2019-05-15,True
466,None,CBBA,Intraconstellation,water_quality,Onboard,Commercial,2019-08-10,True
467,None,CBBA,Intraconstellation,water_quality,Onboard,Commercial,2019-11-10,True
468,None,CBBA,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
469,None,CBBA,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
470,None,CBBA,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
471,None,CBBA,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
472,None,CBBA,Intraconstellation,water_quality,Oracle,Commercial,2019-02-15,True
473,None,CBBA,Intraconstellation,water_quality,Oracle,Commercial,2019-05-15,True
474,None,CBBA,Intraconstellation,water_quality,Oracle,Commercial,2019-08-10,True
475,None,CBBA,Intraconstellation,water_quality,Oracle,Commercial,2019-11-10,True
476,None,CBBA,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
477,None,CBBA,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
478,None,CBBA,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
479,None,CBBA,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
480,None,Greedy,GS,Comprehensive,Onboard,Commercial,2019-02-15,True
481,None,Greedy,GS,Comprehensive,Onboard,Commercial,2019-05-15,True
482,None,Greedy,GS,Comprehensive,Onboard,Commercial,2019-08-10,True
483,None,Greedy,GS,Comprehensive,Onboard,Commercial,2019-11-10,True
484,None,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
485,None,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
486,None,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
487,None,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
488,None,Greedy,GS,Comprehensive,Oracle,Commercial,2019-02-15,True
489,None,Greedy,GS,Comprehensive,Oracle,Commercial,2019-05-15,True
490,None,Greedy,GS,Comprehensive,Oracle,Commercial,2019-08-10,True
491,None,Greedy,GS,Comprehensive,Oracle,Commercial,2019-11-10,True
492,None,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
493,None,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
494,None,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
495,None,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
496,None,Greedy,GS,water_quality,Onboard,Commercial,2019-02-15,True
497,None,Greedy,GS,water_quality,Onboard,Commercial,2019-05-15,True
498,None,Greedy,GS,water_quality,Onboard,Commercial,2019-08-10,True
499,None,Greedy,GS,water_quality,Onboard,Commercial,2019-11-10,True
500,None,Greedy,GS,water_quality,Onboard,Walker-Delta,2019-02-15,True
501,None,Greedy,GS,water_quality,Onboard,Walker-Delta,2019-05-15,True
502,None,Greedy,GS,water_quality,Onboard,Walker-Delta,2019-08-10,True
503,None,Greedy,GS,water_quality,Onboard,Walker-Delta,2019-11-10,True
504,None,Greedy,GS,water_quality,Oracle,Commercial,2019-02-15,True
505,None,Greedy,GS,water_quality,Oracle,Commercial,2019-05-15,True
506,None,Greedy,GS,water_quality,Oracle,Commercial,2019-08-10,True
507,None,Greedy,GS,water_quality,Oracle,Commercial,2019-11-10,True
508,None,Greedy,GS,water_quality,Oracle,Walker-Delta,2019-02-15,True
509,None,Greedy,GS,water_quality,Oracle,Walker-Delta,2019-05-15,True
510,None,Greedy,GS,water_quality,Oracle,Walker-Delta,2019-08-10,True
511,None,Greedy,GS,water_quality,Oracle,Walker-Delta,2019-11-10,True
512,None,Greedy,Interconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
513,None,Greedy,Interconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
514,None,Greedy,Interconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
515,None,Greedy,Interconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
516,None,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
517,None,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
518,None,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
519,None,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
520,None,Greedy,Interconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
521,None,Greedy,Interconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
522,None,Greedy,Interconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
523,None,Greedy,Interconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
524,None,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
525,None,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
526,None,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
527,None,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
528,None,Greedy,Interconstellation,water_quality,Onboard,Commercial,2019-02-15,True
529,None,Greedy,Interconstellation,water_quality,Onboard,Commercial,2019-05-15,True
530,None,Greedy,Interconstellation,water_quality,Onboard,Commercial,2019-08-10,True
531,None,Greedy,Interconstellation,water_quality,Onboard,Commercial,2019-11-10,True
532,None,Greedy,Interconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
533,None,Greedy,Interconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
534,None,Greedy,Interconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
535,None,Greedy,Interconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
536,None,Greedy,Interconstellation,water_quality,Oracle,Commercial,2019-02-15,True
537,None,Greedy,Interconstellation,water_quality,Oracle,Commercial,2019-05-15,True
538,None,Greedy,Interconstellation,water_quality,Oracle,Commercial,2019-08-10,True
539,None,Greedy,Interconstellation,water_quality,Oracle,Commercial,2019-11-10,True
540,None,Greedy,Interconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
541,None,Greedy,Interconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
542,None,Greedy,Interconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
543,None,Greedy,Interconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
544,None,Greedy,Intraconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
545,None,Greedy,Intraconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
546,None,Greedy,Intraconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
547,None,Greedy,Intraconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
548,None,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
549,None,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
550,None,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
551,None,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
552,None,Greedy,Intraconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
553,None,Greedy,Intraconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
554,None,Greedy,Intraconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
555,None,Greedy,Intraconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
556,None,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
557,None,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
558,None,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
559,None,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
560,None,Greedy,Intraconstellation,water_quality,Onboard,Commercial,2019-02-15,True
561,None,Greedy,Intraconstellation,water_quality,Onboard,Commercial,2019-05-15,True
562,None,Greedy,Intraconstellation,water_quality,Onboard,Commercial,2019-08-10,True
563,None,Greedy,Intraconstellation,water_quality,Onboard,Commercial,2019-11-10,True
564,None,Greedy,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
565,None,Greedy,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
566,None,Greedy,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
567,None,Greedy,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
568,None,Greedy,Intraconstellation,water_quality,Oracle,Commercial,2019-02-15,True
569,None,Greedy,Intraconstellation,water_quality,Oracle,Commercial,2019-05-15,True
570,None,Greedy,Intraconstellation,water_quality,Oracle,Commercial,2019-08-10,True
571,None,Greedy,Intraconstellation,water_quality,Oracle,Commercial,2019-11-10,True
572,None,Greedy,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
573,None,Greedy,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
574,None,Greedy,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
575,None,Greedy,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
