Trial ID,Preplanner,Replanner,Connectivity,Scenario,Data Processing,Constellation,Date,in_centralization
31,Centralized-MILP_priority,None,GS,water_quality,Oracle,Walker-Delta,2019-11-10,True
32,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
33,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
34,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
35,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
36,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
37,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
38,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
39,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
40,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
41,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
42,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
43,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
44,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
45,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
46,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
47,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
48,Centralized-MILP_priority,None,Interconstellation,water_quality,Onboard,Commercial,2019-02-15,True
49,Centralized-MILP_priority,None,Interconstellation,water_quality,Onboard,Commercial,2019-05-15,True
50,Centralized-MILP_priority,None,Interconstellation,water_quality,Onboard,Commercial,2019-08-10,True
51,Centralized-MILP_priority,None,Interconstellation,water_quality,Onboard,Commercial,2019-11-10,True
52,Centralized-MILP_priority,None,Interconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
53,Centralized-MILP_priority,None,Interconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
54,Centralized-MILP_priority,None,Interconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
55,Centralized-MILP_priority,None,Interconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
56,Centralized-MILP_priority,None,Interconstellation,water_quality,Oracle,Commercial,2019-02-15,True
57,Centralized-MILP_priority,None,Interconstellation,water_quality,Oracle,Commercial,2019-05-15,True
58,Centralized-MILP_priority,None,Interconstellation,water_quality,Oracle,Commercial,2019-08-10,True
59,Centralized-MILP_priority,None,Interconstellation,water_quality,Oracle,Commercial,2019-11-10,True
60,Centralized-MILP_priority,None,Interconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
61,Centralized-MILP_priority,None,Interconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
62,Centralized-MILP_priority,None,Interconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
63,Centralized-MILP_priority,None,Interconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
64,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
65,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
66,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
67,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
68,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
69,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
70,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
71,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
72,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
73,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
74,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
75,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
76,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
77,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
78,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
79,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
80,Centralized-MILP_priority,None,Intraconstellation,water_quality,Onboard,Commercial,2019-02-15,True
81,Centralized-MILP_priority,None,Intraconstellation,water_quality,Onboard,Commercial,2019-05-15,True
82,Centralized-MILP_priority,None,Intraconstellation,water_quality,Onboard,Commercial,2019-08-10,True
83,Centralized-MILP_priority,None,Intraconstellation,water_quality,Onboard,Commercial,2019-11-10,True
84,Centralized-MILP_priority,None,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
85,Centralized-MILP_priority,None,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
86,Centralized-MILP_priority,None,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
87,Centralized-MILP_priority,None,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
88,Centralized-MILP_priority,None,Intraconstellation,water_quality,Oracle,Commercial,2019-02-15,True
89,Centralized-MILP_priority,None,Intraconstellation,water_quality,Oracle,Commercial,2019-05-15,True
90,Centralized-MILP_priority,None,Intraconstellation,water_quality,Oracle,Commercial,2019-08-10,True
91,Centralized-MILP_priority,None,Intraconstellation,water_quality,Oracle,Commercial,2019-11-10,True
92,Centralized-MILP_priority,None,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
93,Centralized-MILP_priority,None,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
94,Centralized-MILP_priority,None,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
95,Centralized-MILP_priority,None,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
96,DP,CBBA,GS,Comprehensive,Onboard,Commercial,2019-02-15,True
97,DP,CBBA,GS,Comprehensive,Onboard,Commercial,2019-05-15,True
98,DP,CBBA,GS,Comprehensive,Onboard,Commercial,2019-08-10,True
99,DP,CBBA,GS,Comprehensive,Onboard,Commercial,2019-11-10,True
100,DP,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
101,DP,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
102,DP,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
103,DP,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
104,DP,CBBA,GS,Comprehensive,Oracle,Commercial,2019-02-15,True
105,DP,CBBA,GS,Comprehensive,Oracle,Commercial,2019-05-15,True
106,DP,CBBA,GS,Comprehensive,Oracle,Commercial,2019-08-10,True
107,DP,CBBA,GS,Comprehensive,Oracle,Commercial,2019-11-10,True
108,DP,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
109,DP,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
110,DP,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
111,DP,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
112,DP,CBBA,GS,water_quality,Onboard,Commercial,2019-02-15,True
113,DP,CBBA,GS,water_quality,Onboard,Commercial,2019-05-15,True
114,DP,CBBA,GS,water_quality,Onboard,Commercial,2019-08-10,True
115,DP,CBBA,GS,water_quality,Onboard,Commercial,2019-11-10,True
116,DP,CBBA,GS,water_quality,Onboard,Walker-Delta,2019-02-15,True
117,DP,CBBA,GS,water_quality,Onboard,Walker-Delta,2019-05-15,True
118,DP,CBBA,GS,water_quality,Onboard,Walker-Delta,2019-08-10,True
119,DP,CBBA,GS,water_quality,Onboard,Walker-Delta,2019-11-10,True
120,DP,CBBA,GS,water_quality,Oracle,Commercial,2019-02-15,True
121,DP,CBBA,GS,water_quality,Oracle,Commercial,2019-05-15,True
122,DP,CBBA,GS,water_quality,Oracle,Commercial,2019-08-10,True
123,DP,CBBA,GS,water_quality,Oracle,Commercial,2019-11-10,True
124,DP,CBBA,GS,water_quality,Oracle,Walker-Delta,2019-02-15,True
125,DP,CBBA,GS,water_quality,Oracle,Walker-Delta,2019-05-15,True
126,DP,CBBA,GS,water_quality,Oracle,Walker-Delta,2019-08-10,True
127,DP,CBBA,GS,water_quality,Oracle,Walker-Delta,2019-11-10,True
128,DP,CBBA,Interconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
129,DP,CBBA,Interconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
130,DP,CBBA,Interconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
131,DP,CBBA,Interconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
132,DP,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
133,DP,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
134,DP,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
135,DP,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
136,DP,CBBA,Interconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
137,DP,CBBA,Interconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
138,DP,CBBA,Interconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
139,DP,CBBA,Interconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
140,DP,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
141,DP,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
142,DP,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
143,DP,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
144,DP,CBBA,Interconstellation,water_quality,Onboard,Commercial,2019-02-15,True
145,DP,CBBA,Interconstellation,water_quality,Onboard,Commercial,2019-05-15,True
146,DP,CBBA,Interconstellation,water_quality,Onboard,Commercial,2019-08-10,True
147,DP,CBBA,Interconstellation,water_quality,Onboard,Commercial,2019-11-10,True
148,DP,CBBA,Interconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
149,DP,CBBA,Interconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
150,DP,CBBA,Interconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
151,DP,CBBA,Interconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
152,DP,CBBA,Interconstellation,water_quality,Oracle,Commercial,2019-02-15,True
153,DP,CBBA,Interconstellation,water_quality,Oracle,Commercial,2019-05-15,True
154,DP,CBBA,Interconstellation,water_quality,Oracle,Commercial,2019-08-10,True
155,DP,CBBA,Interconstellation,water_quality,Oracle,Commercial,2019-11-10,True
156,DP,CBBA,Interconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
157,DP,CBBA,Interconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
158,DP,CBBA,Interconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
159,DP,CBBA,Interconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
160,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
161,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
162,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
163,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
164,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
165,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
166,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
167,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
168,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
169,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
170,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
171,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
172,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
173,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
174,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
175,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
176,DP,CBBA,Intraconstellation,water_quality,Onboard,Commercial,2019-02-15,True
177,DP,CBBA,Intraconstellation,water_quality,Onboard,Commercial,2019-05-15,True
178,DP,CBBA,Intraconstellation,water_quality,Onboard,Commercial,2019-08-10,True
179,DP,CBBA,Intraconstellation,water_quality,Onboard,Commercial,2019-11-10,True
180,DP,CBBA,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
181,DP,CBBA,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
182,DP,CBBA,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
183,DP,CBBA,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
184,DP,CBBA,Intraconstellation,water_quality,Oracle,Commercial,2019-02-15,True
185,DP,CBBA,Intraconstellation,water_quality,Oracle,Commercial,2019-05-15,True
186,DP,CBBA,Intraconstellation,water_quality,Oracle,Commercial,2019-08-10,True
187,DP,CBBA,Intraconstellation,water_quality,Oracle,Commercial,2019-11-10,True
188,DP,CBBA,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
189,DP,CBBA,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
190,DP,CBBA,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
191,DP,CBBA,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
192,DP,Greedy,GS,Comprehensive,Onboard,Commercial,2019-02-15,True
193,DP,Greedy,GS,Comprehensive,Onboard,Commercial,2019-05-15,True
194,DP,Greedy,GS,Comprehensive,Onboard,Commercial,2019-08-10,True
195,DP,Greedy,GS,Comprehensive,Onboard,Commercial,2019-11-10,True
196,DP,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
197,DP,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
198,DP,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
199,DP,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
200,DP,Greedy,GS,Comprehensive,Oracle,Commercial,2019-02-15,True
201,DP,Greedy,GS,Comprehensive,Oracle,Commercial,2019-05-15,True
202,DP,Greedy,GS,Comprehensive,Oracle,Commercial,2019-08-10,True
203,DP,Greedy,GS,Comprehensive,Oracle,Commercial,2019-11-10,True
204,DP,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
205,DP,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
206,DP,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
207,DP,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
208,DP,Greedy,GS,water_quality,Onboard,Commercial,2019-02-15,True
209,DP,Greedy,GS,water_quality,Onboard,Commercial,2019-05-15,True
210,DP,Greedy,GS,water_quality,Onboard,Commercial,2019-08-10,True
211,DP,Greedy,GS,water_quality,Onboard,Commercial,2019-11-10,True
212,DP,Greedy,GS,water_quality,Onboard,Walker-Delta,2019-02-15,True
213,DP,Greedy,GS,water_quality,Onboard,Walker-Delta,2019-05-15,True
214,DP,Greedy,GS,water_quality,Onboard,Walker-Delta,2019-08-10,True
215,DP,Greedy,GS,water_quality,Onboard,Walker-Delta,2019-11-10,True
216,DP,Greedy,GS,water_quality,Oracle,Commercial,2019-02-15,True
217,DP,Greedy,GS,water_quality,Oracle,Commercial,2019-05-15,True
218,DP,Greedy,GS,water_quality,Oracle,Commercial,2019-08-10,True
219,DP,Greedy,GS,water_quality,Oracle,Commercial,2019-11-10,True
220,DP,Greedy,GS,water_quality,Oracle,Walker-Delta,2019-02-15,True
221,DP,Greedy,GS,water_quality,Oracle,Walker-Delta,2019-05-15,True
222,DP,Greedy,GS,water_quality,Oracle,Walker-Delta,2019-08-10,True
223,DP,Greedy,GS,water_quality,Oracle,Walker-Delta,2019-11-10,True
224,DP,Greedy,Interconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
225,DP,Greedy,Interconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
226,DP,Greedy,Interconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
227,DP,Greedy,Interconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
228,DP,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
229,DP,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
230,DP,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
231,DP,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
232,DP,Greedy,Interconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
233,DP,Greedy,Interconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
234,DP,Greedy,Interconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
235,DP,Greedy,Interconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
236,DP,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
237,DP,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
238,DP,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
239,DP,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
240,DP,Greedy,Interconstellation,water_quality,Onboard,Commercial,2019-02-15,True
241,DP,Greedy,Interconstellation,water_quality,Onboard,Commercial,2019-05-15,True
242,DP,Greedy,Interconstellation,water_quality,Onboard,Commercial,2019-08-10,True
243,DP,Greedy,Interconstellation,water_quality,Onboard,Commercial,2019-11-10,True
244,DP,Greedy,Interconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
245,DP,Greedy,Interconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
246,DP,Greedy,Interconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
247,DP,Greedy,Interconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
248,DP,Greedy,Interconstellation,water_quality,Oracle,Commercial,2019-02-15,True
249,DP,Greedy,Interconstellation,water_quality,Oracle,Commercial,2019-05-15,True
250,DP,Greedy,Interconstellation,water_quality,Oracle,Commercial,2019-08-10,True
251,DP,Greedy,Interconstellation,water_quality,Oracle,Commercial,2019-11-10,True
252,DP,Greedy,Interconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
253,DP,Greedy,Interconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
254,DP,Greedy,Interconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
255,DP,Greedy,Interconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
256,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Commercial,2019-02-15,True
257,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Commercial,2019-05-15,True
258,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Commercial,2019-08-10,True
259,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Commercial,2019-11-10,True
260,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
261,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
262,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
263,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
264,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Commercial,2019-02-15,True
265,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Commercial,2019-05-15,True
266,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Commercial,2019-08-10,True
267,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Commercial,2019-11-10,True
268,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
269,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
270,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
271,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
272,DP,Greedy,Intraconstellation,water_quality,Onboard,Commercial,2019-02-15,True
273,DP,Greedy,Intraconstellation,water_quality,Onboard,Commercial,2019-05-15,True
274,DP,Greedy,Intraconstellation,water_quality,Onboard,Commercial,2019-08-10,True
275,DP,Greedy,Intraconstellation,water_quality,Onboard,Commercial,2019-11-10,True
276,DP,Greedy,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-02-15,True
277,DP,Greedy,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-05-15,True
278,DP,Greedy,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-08-10,True
279,DP,Greedy,Intraconstellation,water_quality,Onboard,Walker-Delta,2019-11-10,True
280,DP,Greedy,Intraconstellation,water_quality,Oracle,Commercial,2019-02-15,True
281,DP,Greedy,Intraconstellation,water_quality,Oracle,Commercial,2019-05-15,True
282,DP,Greedy,Intraconstellation,water_quality,Oracle,Commercial,2019-08-10,True
283,DP,Greedy,Intraconstellation,water_quality,Oracle,Commercial,2019-11-10,True
284,DP,Greedy,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-02-15,True
285,DP,Greedy,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-05-15,True
286,DP,Greedy,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-08-10,True
287,DP,Greedy,Intraconstellation,water_quality,Oracle,Walker-Delta,2019-11-10,True
288,DP,None,GS,Comprehensive,Onboard,Commercial,2019-02-15,True
289,DP,None,GS,Comprehensive,Onboard,Commercial,2019-05-15,True
290,DP,None,GS,Comprehensive,Onboard,Commercial,2019-08-10,True
291,DP,None,GS,Comprehensive,Onboard,Commercial,2019-11-10,True
292,DP,None,GS,Comprehensive,Onboard,Walker-Delta,2019-02-15,True
293,DP,None,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,True
294,DP,None,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,True
295,DP,None,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,True
296,DP,None,GS,Comprehensive,Oracle,Commercial,2019-02-15,True
297,DP,None,GS,Comprehensive,Oracle,Commercial,2019-05-15,True
298,DP,None,GS,Comprehensive,Oracle,Commercial,2019-08-10,True
299,DP,None,GS,Comprehensive,Oracle,Commercial,2019-11-10,True
300,DP,None,GS,Comprehensive,Oracle,Walker-Delta,2019-02-15,True
301,DP,None,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,True
302,DP,None,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,True
303,DP,None,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,True
304,DP,None,GS,water_quality,Onboard,Commercial,2019-02-15,True
305,DP,None,GS,water_quality,Onboard,Commercial,2019-05-15,True
306,DP,None,GS,water_quality,Onboard,Commercial,2019-08-10,True
307,DP,None,GS,water_quality,Onboard,Commercial,2019-11-10,True
308,DP,None,GS,water_quality,Onboard,Walker-Delta,2019-02-15,True
309,DP,None,GS,water_quality,Onboard,Walker-Delta,2019-05-15,True
310,DP,None,GS,water_quality,Onboard,Walker-Delta,2019-08-10,True
311,DP,None,GS,water_quality,Onboard,Walker-Delta,2019-11-10,True
312,DP,None,GS,water_quality,Oracle,Commercial,2019-02-15,True
313,DP,None,GS,water_quality,Oracle,Commercial,2019-05-15,True
314,DP,None,GS,water_quality,Oracle,Commercial,2019-08-10,True
315,DP,None,GS,water_quality,Oracle,Commercial,2019-11-10,True
316,DP,None,GS,water_quality,Oracle,Walker-Delta,2019-02-15,True
