Trial ID,Strategy,Preplanner,Replanner,Latency,Scenario,Data Processing,Date,in_centralization
356,Decentralized,Metaheuristic,None,Low,water_quality,Onboard,2019-02-15,True
357,Decentralized,Metaheuristic,None,Low,water_quality,Onboard,2019-05-15,True
358,Decentralized,Metaheuristic,None,Low,water_quality,Onboard,2019-08-10,True
359,Decentralized,Metaheuristic,None,Low,water_quality,Onboard,2019-11-10,True
360,Decentralized,Metaheuristic,None,Low,water_quality,Oracle,2018-02-15,True
361,Decentralized,Metaheuristic,None,Low,water_quality,Oracle,2018-05-15,True
362,Decentralized,Metaheuristic,None,Low,water_quality,Oracle,2018-08-10,True
363,Decentralized,Metaheuristic,None,Low,water_quality,Oracle,2018-11-10,True
364,Decentralized,Metaheuristic,None,Low,water_quality,Oracle,2019-02-15,True
365,Decentralized,Metaheuristic,None,Low,water_quality,Oracle,2019-05-15,True
366,Decentralized,Metaheuristic,None,Low,water_quality,Oracle,2019-08-10,True
367,Decentralized,Metaheuristic,None,Low,water_quality,Oracle,2019-11-10,True
368,Decentralized,Metaheuristic,None,Medium,water_quality,Onboard,2018-02-15,True
369,Decentralized,Metaheuristic,None,Medium,water_quality,Onboard,2018-05-15,True
370,Decentralized,Metaheuristic,None,Medium,water_quality,Onboard,2018-08-10,True
371,Decentralized,Metaheuristic,None,Medium,water_quality,Onboard,2018-11-10,True
372,Decentralized,Metaheuristic,None,Medium,water_quality,Onboard,2019-02-15,True
373,Decentralized,Metaheuristic,None,Medium,water_quality,Onboard,2019-05-15,True
374,Decentralized,Metaheuristic,None,Medium,water_quality,Onboard,2019-08-10,True
375,Decentralized,Metaheuristic,None,Medium,water_quality,Onboard,2019-11-10,True
376,Decentralized,Metaheuristic,None,Medium,water_quality,Oracle,2018-02-15,True
377,Decentralized,Metaheuristic,None,Medium,water_quality,Oracle,2018-05-15,True
378,Decentralized,Metaheuristic,None,Medium,water_quality,Oracle,2018-08-10,True
379,Decentralized,Metaheuristic,None,Medium,water_quality,Oracle,2018-11-10,True
380,Decentralized,Metaheuristic,None,Medium,water_quality,Oracle,2019-02-15,True
381,Decentralized,Metaheuristic,None,Medium,water_quality,Oracle,2019-05-15,True
382,Decentralized,Metaheuristic,None,Medium,water_quality,Oracle,2019-08-10,True
383,Decentralized,Metaheuristic,None,Medium,water_quality,Oracle,2019-11-10,True
384,Decentralized,None,CBBA,High,water_quality,Onboard,2018-02-15,True
385,Decentralized,None,CBBA,High,water_quality,Onboard,2018-05-15,True
386,Decentralized,None,CBBA,High,water_quality,Onboard,2018-08-10,True
387,Decentralized,None,CBBA,High,water_quality,Onboard,2018-11-10,True
388,Decentralized,None,CBBA,High,water_quality,Onboard,2019-02-15,True
389,Decentralized,None,CBBA,High,water_quality,Onboard,2019-05-15,True
390,Decentralized,None,CBBA,High,water_quality,Onboard,2019-08-10,True
391,Decentralized,None,CBBA,High,water_quality,Onboard,2019-11-10,True
392,Decentralized,None,CBBA,High,water_quality,Oracle,2018-02-15,True
393,Decentralized,None,CBBA,High,water_quality,Oracle,2018-05-15,True
394,Decentralized,None,CBBA,High,water_quality,Oracle,2018-08-10,True
395,Decentralized,None,CBBA,High,water_quality,Oracle,2018-11-10,True
396,Decentralized,None,CBBA,High,water_quality,Oracle,2019-02-15,True
397,Decentralized,None,CBBA,High,water_quality,Oracle,2019-05-15,True
398,Decentralized,None,CBBA,High,water_quality,Oracle,2019-08-10,True
399,Decentralized,None,CBBA,High,water_quality,Oracle,2019-11-10,True
400,Decentralized,None,CBBA,Low,water_quality,Onboard,2018-02-15,True
401,Decentralized,None,CBBA,Low,water_quality,Onboard,2018-05-15,True
402,Decentralized,None,CBBA,Low,water_quality,Onboard,2018-08-10,True
403,Decentralized,None,CBBA,Low,water_quality,Onboard,2018-11-10,True
404,Decentralized,None,CBBA,Low,water_quality,Onboard,2019-02-15,True
405,Decentralized,None,CBBA,Low,water_quality,Onboard,2019-05-15,True
406,Decentralized,None,CBBA,Low,water_quality,Onboard,2019-08-10,True
407,Decentralized,None,CBBA,Low,water_quality,Onboard,2019-11-10,True
408,Decentralized,None,CBBA,Low,water_quality,Oracle,2018-02-15,True
409,Decentralized,None,CBBA,Low,water_quality,Oracle,2018-05-15,True
410,Decentralized,None,CBBA,Low,water_quality,Oracle,2018-08-10,True
411,Decentralized,None,CBBA,Low,water_quality,Oracle,2018-11-10,True
412,Decentralized,None,CBBA,Low,water_quality,Oracle,2019-02-15,True
413,Decentralized,None,CBBA,Low,water_quality,Oracle,2019-05-15,True
414,Decentralized,None,CBBA,Low,water_quality,Oracle,2019-08-10,True
415,Decentralized,None,CBBA,Low,water_quality,Oracle,2019-11-10,True
416,Decentralized,None,CBBA,Medium,water_quality,Onboard,2018-02-15,True
417,Decentralized,None,CBBA,Medium,water_quality,Onboard,2018-05-15,True
418,Decentralized,None,CBBA,Medium,water_quality,Onboard,2018-08-10,True
419,Decentralized,None,CBBA,Medium,water_quality,Onboard,2018-11-10,True
420,Decentralized,None,CBBA,Medium,water_quality,Onboard,2019-02-15,True
421,Decentralized,None,CBBA,Medium,water_quality,Onboard,2019-05-15,True
422,Decentralized,None,CBBA,Medium,water_quality,Onboard,2019-08-10,True
423,Decentralized,None,CBBA,Medium,water_quality,Onboard,2019-11-10,True
424,Decentralized,None,CBBA,Medium,water_quality,Oracle,2018-02-15,True
425,Decentralized,None,CBBA,Medium,water_quality,Oracle,2018-05-15,True
426,Decentralized,None,CBBA,Medium,water_quality,Oracle,2018-08-10,True
427,Decentralized,None,CBBA,Medium,water_quality,Oracle,2018-11-10,True
428,Decentralized,None,CBBA,Medium,water_quality,Oracle,2019-02-15,True
429,Decentralized,None,CBBA,Medium,water_quality,Oracle,2019-05-15,True
430,Decentralized,None,CBBA,Medium,water_quality,Oracle,2019-08-10,True
431,Decentralized,None,CBBA,Medium,water_quality,Oracle,2019-11-10,True
432,Decentralized,None,Greedy,High,water_quality,Onboard,2018-02-15,True
433,Decentralized,None,Greedy,High,water_quality,Onboard,2018-05-15,True
434,Decentralized,None,Greedy,High,water_quality,Onboard,2018-08-10,True
435,Decentralized,None,Greedy,High,water_quality,Onboard,2018-11-10,True
436,Decentralized,None,Greedy,High,water_quality,Onboard,2019-02-15,True
437,Decentralized,None,Greedy,High,water_quality,Onboard,2019-05-15,True
438,Decentralized,None,Greedy,High,water_quality,Onboard,2019-08-10,True
439,Decentralized,None,Greedy,High,water_quality,Onboard,2019-11-10,True
440,Decentralized,None,Greedy,High,water_quality,Oracle,2018-02-15,True
441,Decentralized,None,Greedy,High,water_quality,Oracle,2018-05-15,True
442,Decentralized,None,Greedy,High,water_quality,Oracle,2018-08-10,True
443,Decentralized,None,Greedy,High,water_quality,Oracle,2018-11-10,True
444,Decentralized,None,Greedy,High,water_quality,Oracle,2019-02-15,True
445,Decentralized,None,Greedy,High,water_quality,Oracle,2019-05-15,True
446,Decentralized,None,Greedy,High,water_quality,Oracle,2019-08-10,True
447,Decentralized,None,Greedy,High,water_quality,Oracle,2019-11-10,True
448,Decentralized,None,Greedy,Low,water_quality,Onboard,2018-02-15,True
449,Decentralized,None,Greedy,Low,water_quality,Onboard,2018-05-15,True
450,Decentralized,None,Greedy,Low,water_quality,Onboard,2018-08-10,True
451,Decentralized,None,Greedy,Low,water_quality,Onboard,2018-11-10,True
452,Decentralized,None,Greedy,Low,water_quality,Onboard,2019-02-15,True
453,Decentralized,None,Greedy,Low,water_quality,Onboard,2019-05-15,True
454,Decentralized,None,Greedy,Low,water_quality,Onboard,2019-08-10,True
455,Decentralized,None,Greedy,Low,water_quality,Onboard,2019-11-10,True
456,Decentralized,None,Greedy,Low,water_quality,Oracle,2018-02-15,True
457,Decentralized,None,Greedy,Low,water_quality,Oracle,2018-05-15,True
458,Decentralized,None,Greedy,Low,water_quality,Oracle,2018-08-10,True
459,Decentralized,None,Greedy,Low,water_quality,Oracle,2018-11-10,True
460,Decentralized,None,Greedy,Low,water_quality,Oracle,2019-02-15,True
461,Decentralized,None,Greedy,Low,water_quality,Oracle,2019-05-15,True
462,Decentralized,None,Greedy,Low,water_quality,Oracle,2019-08-10,True
463,Decentralized,None,Greedy,Low,water_quality,Oracle,2019-11-10,True
464,Decentralized,None,Greedy,Medium,water_quality,Onboard,2018-02-15,True
465,Decentralized,None,Greedy,Medium,water_quality,Onboard,2018-05-15,True
466,Decentralized,None,Greedy,Medium,water_quality,Onboard,2018-08-10,True
467,Decentralized,None,Greedy,Medium,water_quality,Onboard,2018-11-10,True
468,Decentralized,None,Greedy,Medium,water_quality,Onboard,2019-02-15,True
469,Decentralized,None,Greedy,Medium,water_quality,Onboard,2019-05-15,True
470,Decentralized,None,Greedy,Medium,water_quality,Onboard,2019-08-10,True
471,Decentralized,None,Greedy,Medium,water_quality,Onboard,2019-11-10,True
472,Decentralized,None,Greedy,Medium,water_quality,Oracle,2018-02-15,True
473,Decentralized,None,Greedy,Medium,water_quality,Oracle,2018-05-15,True
474,Decentralized,None,Greedy,Medium,water_quality,Oracle,2018-08-10,True
475,Decentralized,None,Greedy,Medium,water_quality,Oracle,2018-11-10,True
476,Decentralized,None,Greedy,Medium,water_quality,Oracle,2019-02-15,True
477,Decentralized,None,Greedy,Medium,water_quality,Oracle,2019-05-15,True
478,Decentralized,None,Greedy,Medium,water_quality,Oracle,2019-08-10,True
479,Decentralized,None,Greedy,Medium,water_quality,Oracle,2019-11-10,True
