Trial ID,Preplanner,Replanner,Num Sats,Latency,Task Arrival Rate,Target Distribution,Scenario,in_stress,in_connectivity,in_validation,task_id
451,None,CBBA,48,Medium,100,60.0,1,False,True,True,22
452,None,Greedy,96,Medium,100,60.0,1,False,False,True,22
453,DP,None,48,Low,1000,60.0,1,False,False,True,22
454,None,CBBA,48,Low,500,60.0,2,True,True,True,22
455,None,Greedy,48,High,1000,60.0,1,False,False,True,22
456,None,Greedy,96,Medium,500,60.0,2,False,False,True,22
457,DP,CBBA,192,High,100,60.0,2,False,False,True,22
458,None,Greedy,192,High,500,60.0,2,False,False,True,22
459,None,CBBA,192,High,500,60.0,0,False,True,True,22
460,DP,Greedy,12,High,10,60.0,2,False,False,True,23
461,DP,Greedy,24,High,10,60.0,0,False,False,True,23
462,DP,CBBA,24,Medium,10,60.0,1,False,False,True,23
463,DP,None,24,Medium,50,60.0,0,False,False,True,23
464,None,CBBA,12,Medium,100,60.0,0,False,True,True,23
465,None,Greedy,48,Low,50,60.0,2,False,False,True,23
466,DP,CBBA,24,Low,100,60.0,0,False,False,True,23
467,None,Greedy,192,Low,10,60.0,0,False,False,True,23
468,DP,Greedy,12,High,1000,60.0,1,False,False,True,23
469,DP,Greedy,192,High,10,60.0,2,False,False,True,23
470,DP,Greedy,96,Medium,50,60.0,2,False,False,True,23
471,None,CBBA,48,Medium,100,60.0,2,False,True,True,23
472,None,Greedy,96,Medium,100,60.0,0,False,False,True,23
473,DP,None,48,Low,1000,60.0,2,False,False,True,23
474,None,CBBA,48,Low,500,60.0,1,True,True,True,23
475,DP,Greedy,48,High,1000,60.0,0,False,False,True,23
476,None,Greedy,96,Medium,500,60.0,1,False,False,True,23
477,None,CBBA,192,High,100,60.0,2,False,True,True,23
478,None,Greedy,192,High,500,60.0,1,False,False,True,23
479,DP,CBBA,192,High,500,60.0,0,False,False,True,23
480,None,Greedy,12,High,10,60.0,2,False,False,True,24
481,DP,None,12,Medium,50,60.0,2,False,False,True,24
482,None,CBBA,24,Medium,10,60.0,2,False,True,True,24
483,DP,CBBA,12,High,50,60.0,0,False,False,True,24
484,None,CBBA,12,Medium,100,60.0,1,False,True,True,24
485,DP,None,96,High,10,60.0,2,False,False,True,24
486,DP,None,48,High,50,60.0,2,False,False,True,24
487,DP,None,12,Medium,1000,60.0,0,False,False,True,24
488,DP,Greedy,12,High,1000,60.0,0,False,False,True,24
489,None,Greedy,192,High,10,60.0,0,False,False,True,24
490,None,Greedy,96,Medium,50,60.0,0,False,False,True,24
491,DP,CBBA,96,Low,50,60.0,2,False,False,True,24
492,DP,Greedy,96,Medium,100,60.0,0,False,False,True,24
493,None,Greedy,48,Medium,500,60.0,2,False,False,True,24
494,None,CBBA,48,Low,500,60.0,0,True,True,True,24
495,None,Greedy,48,High,1000,60.0,0,False,False,True,24
496,DP,Greedy,96,Medium,500,60.0,2,False,False,True,24
497,None,CBBA,192,High,100,60.0,1,False,True,True,24
498,None,Greedy,192,High,500,60.0,0,False,False,True,24
499,DP,CBBA,192,Low,1000,60.0,1,False,False,True,24
500,None,Greedy,12,High,10,60.0,1,False,False,True,25
501,DP,None,12,Medium,50,60.0,1,False,False,True,25
502,DP,CBBA,24,Medium,10,60.0,0,False,False,True,25
503,DP,CBBA,12,High,50,60.0,2,False,False,True,25
504,DP,CBBA,12,Medium,100,60.0,0,False,False,True,25
505,DP,None,96,High,10,60.0,1,False,False,True,25
506,DP,None,48,High,50,60.0,1,False,False,True,25
507,DP,None,12,Medium,1000,60.0,1,False,False,True,25
508,None,Greedy,12,High,1000,60.0,2,False,False,True,25
509,None,Greedy,192,High,10,60.0,1,False,False,True,25
510,DP,Greedy,96,Medium,50,60.0,0,False,False,True,25
511,DP,CBBA,96,Low,50,60.0,0,False,False,True,25
512,DP,Greedy,96,Medium,100,60.0,1,False,False,True,25
513,None,Greedy,48,Medium,500,60.0,1,False,False,True,25
514,DP,CBBA,48,Low,500,60.0,0,False,False,True,25
515,DP,Greedy,48,High,1000,60.0,1,False,False,True,25
516,DP,Greedy,96,Medium,500,60.0,1,False,False,True,25
517,None,CBBA,192,High,100,60.0,0,False,True,True,25
518,DP,Greedy,192,High,500,60.0,0,False,False,True,25
519,DP,CBBA,192,Low,1000,60.0,2,False,False,True,25
520,None,Greedy,12,High,10,60.0,0,False,False,True,26
521,DP,None,12,Medium,50,60.0,0,False,False,True,26
522,None,CBBA,24,Medium,10,60.0,1,False,True,True,26
523,None,CBBA,12,High,50,60.0,1,False,True,True,26
524,DP,CBBA,12,Medium,100,60.0,2,False,False,True,26
525,DP,None,96,High,10,60.0,0,False,False,True,26
526,DP,None,48,High,50,60.0,0,False,False,True,26
527,DP,None,12,Medium,1000,60.0,2,False,False,True,26
528,None,Greedy,12,High,1000,60.0,1,False,False,True,26
529,None,Greedy,192,High,10,60.0,2,False,False,True,26
530,DP,Greedy,96,Medium,50,60.0,1,False,False,True,26
531,None,CBBA,96,Low,50,60.0,2,True,True,True,26
532,None,Greedy,96,Medium,100,60.0,2,False,False,True,26
533,DP,Greedy,48,Medium,500,60.0,2,False,False,True,26
534,DP,CBBA,48,Low,500,60.0,1,False,False,True,26
535,DP,Greedy,48,High,1000,60.0,2,False,False,True,26
536,None,Greedy,96,Medium,500,60.0,0,False,False,True,26
537,DP,CBBA,192,High,100,60.0,0,False,False,True,26
538,DP,Greedy,192,High,500,60.0,2,False,False,True,26
539,None,CBBA,192,Low,1000,60.0,2,True,True,True,26
540,None,CBBA,12,Low,10,60.0,2,True,True,True,27
541,DP,None,12,High,50,60.0,0,False,False,True,27
542,DP,None,12,High,100,60.0,0,False,False,True,27
543,DP,CBBA,12,High,50,60.0,1,False,False,True,27
544,None,CBBA,24,Low,50,60.0,0,True,True,True,27
545,None,Greedy,24,High,100,60.0,2,False,False,True,27
546,DP,Greedy,12,High,500,60.0,1,False,False,True,27
547,DP,None,24,Low,500,60.0,2,False,False,True,27
548,DP,None,192,Medium,10,60.0,0,False,False,True,27
549,None,CBBA,48,Medium,50,60.0,2,False,True,True,27
550,DP,Greedy,24,Low,1000,60.0,0,False,False,True,27
551,None,CBBA,96,Low,50,60.0,1,True,True,True,27
552,None,Greedy,192,Low,50,60.0,1,False,False,True,27
553,DP,Greedy,48,Medium,500,60.0,1,False,False,True,27
554,DP,None,48,Medium,1000,60.0,2,False,False,True,27
555,None,Greedy,192,Medium,100,60.0,0,False,False,True,27
556,DP,CBBA,192,Low,100,60.0,0,False,False,True,27
557,None,Greedy,96,Medium,1000,60.0,0,False,False,True,27
558,DP,Greedy,192,Low,1000,60.0,1,False,False,True,27
559,None,CBBA,192,Low,1000,60.0,1,True,True,True,27
560,None,CBBA,12,Low,10,60.0,1,True,True,True,28
561,DP,None,12,High,50,60.0,2,False,False,True,28
562,DP,None,12,High,100,60.0,1,False,False,True,28
563,None,CBBA,12,High,50,60.0,0,False,True,True,28
564,None,CBBA,24,Low,50,60.0,1,True,True,True,28
565,None,Greedy,24,High,100,60.0,1,False,False,True,28
566,None,Greedy,12,High,500,60.0,0,False,False,True,28
567,DP,None,24,Low,500,60.0,0,False,False,True,28
568,DP,None,192,Medium,10,60.0,2,False,False,True,28
569,None,CBBA,48,Medium,50,60.0,1,False,True,True,28
570,None,Greedy,24,Low,1000,60.0,2,False,False,True,28
571,None,CBBA,96,Low,50,60.0,0,True,True,True,28
572,DP,Greedy,192,Low,50,60.0,2,False,False,True,28
573,DP,Greedy,48,Medium,500,60.0,0,False,False,True,28
574,DP,None,48,Medium,1000,60.0,0,False,False,True,28
575,None,Greedy,192,Medium,100,60.0,2,False,False,True,28
576,DP,CBBA,192,Low,100,60.0,1,False,False,True,28
577,None,Greedy,96,Medium,1000,60.0,1,False,False,True,28
578,DP,Greedy,192,Low,1000,60.0,2,False,False,True,28
579,None,CBBA,192,Low,1000,60.0,0,True,True,True,28
580,None,CBBA,12,Low,10,60.0,0,True,True,True,29
581,DP,None,12,High,50,60.0,1,False,False,True,29
582,DP,None,12,High,100,60.0,2,False,False,True,29
583,None,CBBA,12,High,50,60.0,2,False,True,True,29
584,DP,CBBA,24,Low,50,60.0,1,False,False,True,29
585,None,Greedy,24,High,100,60.0,0,False,False,True,29
586,None,Greedy,12,High,500,60.0,1,False,False,True,29
587,DP,None,24,Low,500,60.0,1,False,False,True,29
588,DP,None,192,Medium,10,60.0,1,False,False,True,29
589,DP,CBBA,48,Medium,50,60.0,2,False,False,True,29
590,DP,Greedy,24,Low,1000,60.0,2,False,False,True,29
591,DP,CBBA,96,Low,50,60.0,1,False,False,True,29
592,DP,Greedy,192,Low,50,60.0,1,False,False,True,29
593,None,Greedy,48,Medium,500,60.0,0,False,False,True,29
594,DP,None,48,Medium,1000,60.0,1,False,False,True,29
595,None,Greedy,192,Medium,100,60.0,1,False,False,True,29
596,DP,CBBA,192,Low,100,60.0,2,False,False,True,29
597,DP,Greedy,96,Medium,1000,60.0,0,False,False,True,29
598,None,Greedy,192,Low,1000,60.0,0,False,False,True,29
599,DP,CBBA,192,Low,1000,60.0,0,False,False,True,29
600,DP,CBBA,12,Low,10,60.0,0,False,False,True,30
601,DP,None,12,Low,100,60.0,2,False,False,True,30
602,DP,None,48,Medium,10,60.0,2,False,False,True,30
603,None,CBBA,12,Low,100,60.0,2,True,True,True,30
604,None,CBBA,24,Low,50,60.0,2,True,True,True,30
605,DP,Greedy,24,High,100,60.0,2,False,False,True,30
606,None,Greedy,12,High,500,60.0,2,False,False,True,30
607,DP,CBBA,24,Medium,100,60.0,2,False,False,True,30
608,None,CBBA,96,High,10,60.0,0,False,True,True,30
609,None,CBBA,48,Medium,50,60.0,0,False,True,True,30
610,None,Greedy,24,Low,1000,60.0,0,False,False,True,30
611,DP,None,24,High,1000,60.0,2,False,False,True,30
612,DP,Greedy,192,Low,50,60.0,0,False,False,True,30
613,DP,CBBA,96,Low,100,60.0,1,False,False,True,30
614,DP,None,96,Low,500,60.0,2,False,False,True,30
615,DP,Greedy,192,Medium,100,60.0,0,False,False,True,30
616,None,CBBA,192,Low,100,60.0,1,True,True,True,30
617,None,Greedy,96,Medium,1000,60.0,2,False,False,True,30
618,None,Greedy,192,Low,1000,60.0,1,False,False,True,30
619,None,CBBA,192,Medium,1000,60.0,1,False,True,True,30
620,DP,CBBA,12,Low,10,60.0,1,False,False,True,31
621,DP,None,12,Low,100,60.0,0,False,False,True,31
622,DP,None,48,Medium,10,60.0,1,False,False,True,31
623,None,CBBA,12,Low,100,60.0,1,True,True,True,31
624,DP,CBBA,24,Low,50,60.0,0,False,False,True,31
625,DP,Greedy,24,High,100,60.0,1,False,False,True,31
626,DP,Greedy,12,High,500,60.0,0,False,False,True,31
627,None,CBBA,24,Medium,100,60.0,0,False,True,True,31
628,None,CBBA,96,High,10,60.0,1,False,True,True,31
629,DP,CBBA,48,Medium,50,60.0,1,False,False,True,31
630,DP,Greedy,24,Low,1000,60.0,1,False,False,True,31
631,DP,None,24,High,1000,60.0,1,False,False,True,31
632,None,Greedy,192,Low,50,60.0,0,False,False,True,31
633,None,CBBA,96,Low,100,60.0,0,True,True,True,31
634,DP,None,96,Low,500,60.0,1,False,False,True,31
635,DP,Greedy,192,Medium,100,60.0,2,False,False,True,31
636,None,CBBA,192,Low,100,60.0,2,True,True,True,31
637,DP,Greedy,96,Medium,1000,60.0,1,False,False,True,31
638,None,Greedy,192,Low,1000,60.0,2,False,False,True,31
639,None,CBBA,192,Medium,1000,60.0,0,False,True,True,31
640,DP,CBBA,12,Low,10,60.0,2,False,False,True,32
641,DP,None,12,Low,100,60.0,1,False,False,True,32
642,DP,None,48,Medium,10,60.0,0,False,False,True,32
643,None,CBBA,12,Low,100,60.0,0,True,True,True,32
644,DP,CBBA,24,Low,50,60.0,2,False,False,True,32
645,DP,Greedy,24,High,100,60.0,0,False,False,True,32
646,DP,Greedy,12,High,500,60.0,2,False,False,True,32
647,DP,CBBA,24,Medium,100,60.0,0,False,False,True,32
648,None,CBBA,96,High,10,60.0,2,False,True,True,32
649,DP,CBBA,48,Medium,50,60.0,0,False,False,True,32
650,None,Greedy,24,Low,1000,60.0,1,False,False,True,32
651,DP,None,24,High,1000,60.0,0,False,False,True,32
652,None,Greedy,192,Low,50,60.0,2,False,False,True,32
653,DP,CBBA,96,Low,100,60.0,0,False,False,True,32
654,DP,None,96,Low,500,60.0,0,False,False,True,32
655,DP,Greedy,192,Medium,100,60.0,1,False,False,True,32
656,None,CBBA,192,Low,100,60.0,0,True,True,True,32
657,DP,Greedy,96,Medium,1000,60.0,2,False,False,True,32
658,DP,Greedy,192,Low,1000,60.0,0,False,False,True,32
659,DP,CBBA,192,Medium,1000,60.0,0,False,False,True,32
660,DP,None,24,Low,10,60.0,0,False,False,True,33
661,None,Greedy,12,Medium,50,60.0,0,False,False,True,33
662,None,CBBA,24,High,10,60.0,2,False,True,True,33
663,DP,CBBA,12,Low,100,60.0,1,False,False,True,33
664,DP,None,24,Medium,100,60.0,1,False,False,True,33
665,DP,Greedy,96,Medium,10,60.0,1,False,False,True,33
666,DP,None,48,Low,100,60.0,2,False,False,True,33
667,None,CBBA,24,Medium,100,60.0,2,False,True,True,33
668,DP,CBBA,96,High,10,60.0,1,False,False,True,33
669,None,CBBA,12,Low,1000,60.0,0,True,True,True,33
670,DP,CBBA,192,Low,10,60.0,2,False,False,True,33
671,DP,None,96,Medium,100,60.0,0,False,False,True,33
672,None,Greedy,96,High,100,60.0,0,False,False,True,33
673,DP,CBBA,96,Low,100,60.0,2,False,False,True,33
674,None,CBBA,24,High,1000,60.0,2,False,True,True,33
675,None,Greedy,192,High,100,60.0,0,False,False,True,33
676,None,Greedy,96,High,500,60.0,2,False,False,True,33
677,None,Greedy,192,Low,500,60.0,2,False,False,True,33
678,DP,CBBA,96,Medium,1000,60.0,2,False,False,True,33
679,DP,CBBA,192,Medium,1000,60.0,1,False,False,True,33
680,DP,None,24,Low,10,60.0,1,False,False,True,34
681,None,Greedy,12,Medium,50,60.0,2,False,False,True,34
682,DP,CBBA,24,High,10,60.0,1,False,False,True,34
683,DP,CBBA,12,Low,100,60.0,2,False,False,True,34
684,DP,None,24,Medium,100,60.0,0,False,False,True,34
685,None,Greedy,96,Medium,10,60.0,2,False,False,True,34
686,DP,None,48,Low,100,60.0,0,False,False,True,34
687,None,CBBA,24,Medium,100,60.0,1,False,True,True,34
688,DP,CBBA,96,High,10,60.0,2,False,False,True,34
689,DP,CBBA,12,Low,1000,60.0,2,False,False,True,34
690,DP,CBBA,192,Low,10,60.0,1,False,False,True,34
691,DP,None,96,Medium,100,60.0,1,False,False,True,34
692,DP,Greedy,96,High,100,60.0,1,False,False,True,34
693,None,CBBA,96,Low,100,60.0,1,True,True,True,34
694,None,CBBA,24,High,1000,60.0,1,False,True,True,34
695,DP,Greedy,192,High,100,60.0,0,False,False,True,34
696,None,Greedy,96,High,500,60.0,1,False,False,True,34
697,DP,Greedy,192,Low,500,60.0,0,False,False,True,34
698,None,CBBA,96,Medium,1000,60.0,0,False,True,True,34
699,DP,CBBA,192,Medium,1000,60.0,2,False,False,True,34
700,DP,None,24,Low,10,60.0,2,False,False,True,35
701,None,Greedy,12,Medium,50,60.0,1,False,False,True,35
702,DP,CBBA,24,High,10,60.0,2,False,False,True,35
703,DP,CBBA,12,Low,100,60.0,0,False,False,True,35
704,DP,None,24,Medium,100,60.0,2,False,False,True,35
705,DP,Greedy,96,Medium,10,60.0,2,False,False,True,35
706,DP,None,48,Low,100,60.0,1,False,False,True,35
707,DP,CBBA,24,Medium,100,60.0,1,False,False,True,35
708,DP,CBBA,96,High,10,60.0,0,False,False,True,35
709,None,CBBA,12,Low,1000,60.0,1,True,True,True,35
710,DP,CBBA,192,Low,10,60.0,0,False,False,True,35
711,DP,None,96,Medium,100,60.0,2,False,False,True,35
712,None,Greedy,96,High,100,60.0,2,False,False,True,35
713,None,CBBA,96,Low,100,60.0,2,True,True,True,35
714,DP,CBBA,24,High,1000,60.0,0,False,False,True,35
715,DP,Greedy,192,High,100,60.0,1,False,False,True,35
716,DP,Greedy,96,High,500,60.0,0,False,False,True,35
717,DP,Greedy,192,Low,500,60.0,1,False,False,True,35
718,None,CBBA,96,Medium,1000,60.0,1,False,True,True,35
719,None,CBBA,192,Medium,1000,60.0,2,False,True,True,35
720,None,Greedy,24,Low,10,60.0,2,False,False,True,36
721,DP,Greedy,12,Medium,50,60.0,0,False,False,True,36
722,None,CBBA,24,High,10,60.0,1,False,True,True,36
723,DP,None,24,High,50,60.0,1,False,False,True,36
724,DP,None,48,Low,50,60.0,0,False,False,True,36
725,None,Greedy,96,Medium,10,60.0,1,False,False,True,36
726,None,Greedy,48,Medium,50,60.0,1,False,False,True,36
727,None,CBBA,48,Low,50,60.0,1,True,True,True,36
728,None,Greedy,48,Medium,100,60.0,1,False,False,True,36
729,DP,CBBA,12,Low,1000,60.0,1,False,False,True,36
730,None,CBBA,192,Low,10,60.0,1,True,True,True,36
731,DP,None,192,Low,50,60.0,2,False,False,True,36
732,DP,Greedy,96,High,100,60.0,0,False,False,True,36
733,DP,None,192,High,50,60.0,2,False,False,True,36
734,DP,CBBA,24,High,1000,60.0,1,False,False,True,36
735,None,Greedy,192,High,100,60.0,1,False,False,True,36
736,DP,Greedy,96,High,500,60.0,1,False,False,True,36
737,DP,Greedy,192,Low,500,60.0,2,False,False,True,36
738,None,CBBA,96,Medium,1000,60.0,2,False,True,True,36
739,DP,CBBA,192,High,1000,60.0,0,False,False,True,36
740,None,Greedy,24,Low,10,60.0,0,False,False,True,37
741,DP,Greedy,12,Medium,50,60.0,1,False,False,True,37
742,None,CBBA,24,High,10,60.0,0,False,True,True,37
743,DP,None,24,High,50,60.0,0,False,False,True,37
744,DP,None,48,Low,50,60.0,1,False,False,True,37
745,None,Greedy,96,Medium,10,60.0,0,False,False,True,37
746,None,Greedy,48,Medium,50,60.0,0,False,False,True,37
747,DP,CBBA,48,Low,50,60.0,1,False,False,True,37
748,None,Greedy,48,Medium,100,60.0,2,False,False,True,37
749,DP,CBBA,12,Low,1000,60.0,0,False,False,True,37
750,None,CBBA,192,Low,10,60.0,0,True,True,True,37
751,DP,None,192,Low,50,60.0,0,False,False,True,37
752,DP,Greedy,96,High,100,60.0,2,False,False,True,37
753,DP,None,192,High,50,60.0,0,False,False,True,37
754,DP,CBBA,24,High,1000,60.0,2,False,False,True,37
755,DP,Greedy,192,High,100,60.0,2,False,False,True,37
756,None,Greedy,96,High,500,60.0,0,False,False,True,37
757,None,Greedy,192,Low,500,60.0,1,False,False,True,37
758,DP,CBBA,96,Medium,1000,60.0,1,False,False,True,37
759,DP,CBBA,192,High,1000,60.0,1,False,False,True,37
760,DP,Greedy,24,Low,10,60.0,0,False,False,True,38
761,DP,Greedy,12,Medium,50,60.0,2,False,False,True,38
762,DP,CBBA,24,High,10,60.0,0,False,False,True,38
763,DP,None,24,High,50,60.0,2,False,False,True,38
764,DP,None,48,Low,50,60.0,2,False,False,True,38
765,DP,Greedy,96,Medium,10,60.0,0,False,False,True,38
766,None,Greedy,48,Medium,50,60.0,2,False,False,True,38
767,DP,CBBA,48,Low,50,60.0,0,False,False,True,38
768,DP,Greedy,48,Medium,100,60.0,2,False,False,True,38
769,None,CBBA,12,Low,1000,60.0,2,True,True,True,38
770,None,CBBA,192,Low,10,60.0,2,True,True,True,38
771,DP,None,192,Low,50,60.0,1,False,False,True,38
772,None,Greedy,96,High,100,60.0,1,False,False,True,38
773,DP,None,192,High,50,60.0,1,False,False,True,38
774,None,CBBA,24,High,1000,60.0,0,False,True,True,38
775,None,Greedy,192,High,100,60.0,2,False,False,True,38
776,DP,Greedy,96,High,500,60.0,2,False,False,True,38
777,None,Greedy,192,Low,500,60.0,0,False,False,True,38
778,DP,CBBA,96,Medium,1000,60.0,0,False,False,True,38
779,DP,CBBA,192,High,1000,60.0,2,False,False,True,38
780,DP,Greedy,24,Low,10,60.0,1,False,False,True,39
781,DP,CBBA,24,Low,10,60.0,2,False,False,True,39
782,DP,Greedy,12,Medium,100,60.0,0,False,False,True,39
783,DP,None,24,Low,100,60.0,1,False,False,True,39
784,None,CBBA,12,High,100,60.0,2,False,True,True,39
785,DP,None,12,Medium,500,60.0,2,False,False,True,39
786,DP,Greedy,48,Medium,50,60.0,2,False,False,True,39
787,None,CBBA,48,Low,50,60.0,2,True,True,True,39
788,DP,Greedy,48,Medium,100,60.0,1,False,False,True,39
789,DP,None,24,High,500,60.0,1,False,False,True,39
790,DP,Greedy,96,High,50,60.0,2,False,False,True,39
791,None,CBBA,48,High,100,60.0,1,False,True,True,39
792,DP,CBBA,24,Medium,500,60.0,1,False,False,True,39
793,None,Greedy,48,High,500,60.0,2,False,False,True,39
794,None,CBBA,96,Medium,100,60.0,0,False,True,True,39
795,DP,CBBA,48,Medium,500,60.0,0,False,False,True,39
796,None,Greedy,96,Low,1000,60.0,2,False,False,True,39
797,DP,Greedy,96,High,1000,60.0,2,False,False,True,39
798,DP,CBBA,192,Low,500,60.0,0,False,False,True,39
799,None,CBBA,192,High,1000,60.0,2,False,True,True,39
800,DP,Greedy,24,Low,10,60.0,2,False,False,True,40
801,DP,CBBA,24,Low,10,60.0,1,False,False,True,40
802,DP,Greedy,12,Medium,100,60.0,2,False,False,True,40
803,DP,None,24,Low,100,60.0,2,False,False,True,40
804,None,CBBA,12,High,100,60.0,1,False,True,True,40
805,DP,None,12,Medium,500,60.0,0,False,False,True,40
806,DP,Greedy,48,Medium,50,60.0,1,False,False,True,40
807,DP,CBBA,48,Low,50,60.0,2,False,False,True,40
808,None,Greedy,48,Medium,100,60.0,0,False,False,True,40
809,DP,None,24,High,500,60.0,2,False,False,True,40
810,DP,Greedy,96,High,50,60.0,1,False,False,True,40
811,None,CBBA,48,High,100,60.0,2,False,True,True,40
812,DP,CBBA,24,Medium,500,60.0,0,False,False,True,40
813,None,Greedy,48,High,500,60.0,1,False,False,True,40
814,None,CBBA,96,Medium,100,60.0,2,False,True,True,40
815,DP,CBBA,48,Medium,500,60.0,1,False,False,True,40
816,None,Greedy,96,Low,1000,60.0,1,False,False,True,40
817,DP,Greedy,96,High,1000,60.0,0,False,False,True,40
818,None,CBBA,192,Low,500,60.0,0,True,True,True,40
819,None,CBBA,192,High,1000,60.0,1,False,True,True,40
820,None,Greedy,24,Low,10,60.0,1,False,False,True,41
821,DP,CBBA,24,Low,10,60.0,0,False,False,True,41
822,DP,Greedy,12,Medium,100,60.0,1,False,False,True,41
823,DP,None,24,Low,100,60.0,0,False,False,True,41
824,None,CBBA,12,High,100,60.0,0,False,True,True,41
825,DP,None,12,Medium,500,60.0,1,False,False,True,41
826,DP,Greedy,48,Medium,50,60.0,0,False,False,True,41
827,None,CBBA,48,Low,50,60.0,0,True,True,True,41
828,DP,Greedy,48,Medium,100,60.0,0,False,False,True,41
829,DP,None,24,High,500,60.0,0,False,False,True,41
830,DP,Greedy,96,High,50,60.0,0,False,False,True,41
831,None,CBBA,48,High,100,60.0,0,False,True,True,41
832,None,CBBA,24,Medium,500,60.0,0,False,True,True,41
833,DP,Greedy,48,High,500,60.0,1,False,False,True,41
834,None,CBBA,96,Medium,100,60.0,1,False,True,True,41
835,DP,CBBA,48,Medium,500,60.0,2,False,False,True,41
836,DP,Greedy,96,Low,1000,60.0,2,False,False,True,41
837,DP,Greedy,96,High,1000,60.0,1,False,False,True,41
838,None,CBBA,192,Low,500,60.0,1,True,True,True,41
839,None,CBBA,192,High,1000,60.0,0,False,True,True,41
840,DP,None,12,Low,50,60.0,0,False,False,True,42
841,None,CBBA,24,Low,10,60.0,2,True,True,True,42
842,None,Greedy,12,Medium,100,60.0,0,False,False,True,42
843,None,Greedy,24,Medium,50,60.0,2,False,False,True,42
844,DP,CBBA,12,High,100,60.0,0,False,False,True,42
845,DP,Greedy,96,High,10,60.0,2,False,False,True,42
846,DP,Greedy,12,Low,1000,60.0,0,False,False,True,42
847,DP,None,12,High,1000,60.0,2,False,False,True,42
848,DP,Greedy,96,Low,50,60.0,0,False,False,True,42
849,DP,None,96,Medium,50,60.0,2,False,False,True,42
850,None,Greedy,96,High,50,60.0,1,False,False,True,42
851,DP,CBBA,48,High,100,60.0,2,False,False,True,42
852,DP,CBBA,24,Medium,500,60.0,2,False,False,True,42
853,None,Greedy,48,High,500,60.0,0,False,False,True,42
854,DP,CBBA,96,Medium,100,60.0,1,False,False,True,42
855,None,CBBA,48,Medium,500,60.0,2,False,True,True,42
856,None,Greedy,96,Low,1000,60.0,0,False,False,True,42
857,None,Greedy,96,High,1000,60.0,0,False,False,True,42
858,DP,CBBA,192,Low,500,60.0,2,False,False,True,42
859,DP,None,12,Low,50,60.0,1,False,False,True,43
860,None,CBBA,24,Low,10,60.0,1,True,True,True,43
861,None,Greedy,12,Medium,100,60.0,1,False,False,True,43
862,None,Greedy,24,Medium,50,60.0,1,False,False,True,43
863,DP,CBBA,12,High,100,60.0,1,False,False,True,43
864,DP,Greedy,96,High,10,60.0,1,False,False,True,43
865,None,Greedy,12,Low,1000,60.0,2,False,False,True,43
866,DP,None,12,High,1000,60.0,1,False,False,True,43
867,None,Greedy,96,Low,50,60.0,1,False,False,True,43
868,DP,None,96,Medium,50,60.0,0,False,False,True,43
869,None,Greedy,96,High,50,60.0,2,False,False,True,43
870,DP,CBBA,48,High,100,60.0,1,False,False,True,43
871,None,CBBA,24,Medium,500,60.0,1,False,True,True,43
872,DP,Greedy,48,High,500,60.0,0,False,False,True,43
873,DP,CBBA,96,Medium,100,60.0,2,False,False,True,43
874,None,CBBA,48,Medium,500,60.0,0,False,True,True,43
875,DP,Greedy,96,Low,1000,60.0,1,False,False,True,43
876,None,Greedy,96,High,1000,60.0,2,False,False,True,43
877,DP,CBBA,192,Low,500,60.0,1,False,False,True,43
878,DP,None,12,Low,50,60.0,2,False,False,True,44
879,None,CBBA,24,Low,10,60.0,0,True,True,True,44
880,None,Greedy,12,Medium,100,60.0,2,False,False,True,44
881,DP,Greedy,24,Medium,50,60.0,0,False,False,True,44
882,DP,CBBA,12,High,100,60.0,2,False,False,True,44
883,DP,Greedy,96,High,10,60.0,0,False,False,True,44
884,None,Greedy,12,Low,1000,60.0,1,False,False,True,44
885,DP,None,12,High,1000,60.0,0,False,False,True,44
886,None,Greedy,96,Low,50,60.0,2,False,False,True,44
887,DP,None,96,Medium,50,60.0,1,False,False,True,44
888,None,Greedy,96,High,50,60.0,0,False,False,True,44
889,DP,CBBA,48,High,100,60.0,0,False,False,True,44
890,None,CBBA,24,Medium,500,60.0,2,False,True,True,44
891,DP,Greedy,48,High,500,60.0,2,False,False,True,44
892,DP,CBBA,96,Medium,100,60.0,0,False,False,True,44
893,None,CBBA,48,Medium,500,60.0,1,False,True,True,44
894,DP,Greedy,96,Low,1000,60.0,0,False,False,True,44
895,None,Greedy,96,High,1000,60.0,1,False,False,True,44
896,None,CBBA,192,Low,500,60.0,2,True,True,True,44
897,DP,CBBA,12,Medium,10,60.0,0,False,False,True,45
898,DP,Greedy,12,High,50,60.0,1,False,False,True,45
899,None,Greedy,24,Low,50,60.0,1,False,False,True,45
900,None,Greedy,24,Medium,50,60.0,0,False,False,True,45
901,DP,Greedy,12,Low,500,60.0,0,False,False,True,45
902,None,Greedy,96,High,10,60.0,1,False,False,True,45
903,None,Greedy,12,Low,1000,60.0,0,False,False,True,45
904,DP,None,48,Medium,100,60.0,1,False,False,True,45
905,None,Greedy,96,Low,50,60.0,0,False,False,True,45
906,DP,CBBA,48,High,50,60.0,2,False,False,True,45
907,DP,Greedy,96,Low,100,60.0,2,False,False,True,45
908,DP,Greedy,24,Medium,1000,60.0,1,False,False,True,45
909,DP,None,48,Medium,500,60.0,2,False,False,True,45
910,DP,None,192,Low,100,60.0,0,False,False,True,45
