Trial ID,Preplanner,Replanner,Connectivity,Scenario,Data Processing,Constellation,Date,in_abridged,in_full,calculateDual
35,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
36,DP,None,GS,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
37,DP,None,GS,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
38,DP,None,GS,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
39,DP,None,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
40,DP,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
41,DP,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
42,DP,None,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
43,DP,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
44,DP,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
45,None,CBBA,GS,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
46,None,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
47,None,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
48,None,CBBA,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
49,None,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
50,None,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
51,None,CBBA,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
52,None,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
53,None,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
54,None,CBBA (Augmented),GS,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
55,None,CBBA (Augmented),GS,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
56,None,CBBA (Augmented),GS,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
57,None,CBBA (Augmented),Interconstellation,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
58,None,CBBA (Augmented),Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
59,None,CBBA (Augmented),Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
60,None,CBBA (Augmented),Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
61,None,CBBA (Augmented),Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
62,None,CBBA (Augmented),Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
63,None,Greedy,GS,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
64,None,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
65,None,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
66,None,Greedy,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
67,None,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
68,None,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,False
69,None,Greedy,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-02-15,True,True,False
70,None,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-02-15,True,True,False
71,None,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-02-15,True,True,True
72,Centralized-MILP_priority,None,GS,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
73,Centralized-MILP_priority,None,GS,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
74,Centralized-MILP_priority,None,GS,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
75,Centralized-MILP_priority,None,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
76,Centralized-MILP_priority,None,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
77,Centralized-MILP_priority,None,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
78,Centralized-MILP_priority,None,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
79,Centralized-MILP_priority,None,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
80,Centralized-MILP_priority,None,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
81,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
82,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
83,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
84,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
85,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
86,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
87,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
88,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
89,Centralized-MILP_priority,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
90,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
91,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
92,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
93,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
94,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
95,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
96,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
97,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
98,Centralized-MILP_priority,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
99,DP,CBBA,GS,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
100,DP,CBBA,GS,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
101,DP,CBBA,GS,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
102,DP,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
103,DP,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
104,DP,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
105,DP,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
106,DP,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
107,DP,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
108,DP,CBBA,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
109,DP,CBBA,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
110,DP,CBBA,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
111,DP,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
112,DP,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
113,DP,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
114,DP,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
115,DP,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
116,DP,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
117,DP,CBBA,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
118,DP,CBBA,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
119,DP,CBBA,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
120,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
121,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
122,DP,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
123,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
124,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
125,DP,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
126,DP,CBBA (Augmented),GS,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
127,DP,CBBA (Augmented),GS,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
128,DP,CBBA (Augmented),GS,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
129,DP,CBBA (Augmented),GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
130,DP,CBBA (Augmented),GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
131,DP,CBBA (Augmented),GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
132,DP,CBBA (Augmented),GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
133,DP,CBBA (Augmented),GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
134,DP,CBBA (Augmented),GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
135,DP,CBBA (Augmented),Interconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
136,DP,CBBA (Augmented),Interconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
137,DP,CBBA (Augmented),Interconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
138,DP,CBBA (Augmented),Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
139,DP,CBBA (Augmented),Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
140,DP,CBBA (Augmented),Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
141,DP,CBBA (Augmented),Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
142,DP,CBBA (Augmented),Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
143,DP,CBBA (Augmented),Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
144,DP,CBBA (Augmented),Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
145,DP,CBBA (Augmented),Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
146,DP,CBBA (Augmented),Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
147,DP,CBBA (Augmented),Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
148,DP,CBBA (Augmented),Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
149,DP,CBBA (Augmented),Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
150,DP,CBBA (Augmented),Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
151,DP,CBBA (Augmented),Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
152,DP,CBBA (Augmented),Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
153,DP,Greedy,GS,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
154,DP,Greedy,GS,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
155,DP,Greedy,GS,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
156,DP,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
157,DP,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
158,DP,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
159,DP,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
160,DP,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
161,DP,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
162,DP,Greedy,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
163,DP,Greedy,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
164,DP,Greedy,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
165,DP,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
166,DP,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
167,DP,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
168,DP,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
169,DP,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
170,DP,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
171,DP,Greedy,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
172,DP,Greedy,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
173,DP,Greedy,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
174,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
175,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
176,DP,Greedy,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
177,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
178,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
179,DP,Greedy,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
180,DP,None,GS,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
181,DP,None,GS,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
182,DP,None,GS,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
183,DP,None,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
184,DP,None,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
185,DP,None,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
186,DP,None,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
187,DP,None,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
188,DP,None,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
189,DP,None,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
190,DP,None,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
191,DP,None,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
192,DP,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
193,DP,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
194,DP,None,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
195,DP,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
196,DP,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
197,DP,None,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
198,DP,None,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
199,DP,None,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
200,DP,None,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
201,DP,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
202,DP,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
203,DP,None,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
204,DP,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
205,DP,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
206,DP,None,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
207,None,CBBA,GS,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
208,None,CBBA,GS,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
209,None,CBBA,GS,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
210,None,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
211,None,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
212,None,CBBA,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
213,None,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
214,None,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
215,None,CBBA,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
216,None,CBBA,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
217,None,CBBA,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
218,None,CBBA,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
219,None,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
220,None,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
221,None,CBBA,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
222,None,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
223,None,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
224,None,CBBA,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
225,None,CBBA,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
226,None,CBBA,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
227,None,CBBA,Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
228,None,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
229,None,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
230,None,CBBA,Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
231,None,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
232,None,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
233,None,CBBA,Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
234,None,CBBA (Augmented),GS,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
235,None,CBBA (Augmented),GS,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
236,None,CBBA (Augmented),GS,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
237,None,CBBA (Augmented),GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
238,None,CBBA (Augmented),GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
239,None,CBBA (Augmented),GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
240,None,CBBA (Augmented),GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
241,None,CBBA (Augmented),GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
242,None,CBBA (Augmented),GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
243,None,CBBA (Augmented),Interconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
244,None,CBBA (Augmented),Interconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
245,None,CBBA (Augmented),Interconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
246,None,CBBA (Augmented),Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
247,None,CBBA (Augmented),Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
248,None,CBBA (Augmented),Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
249,None,CBBA (Augmented),Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
250,None,CBBA (Augmented),Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
251,None,CBBA (Augmented),Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
252,None,CBBA (Augmented),Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
253,None,CBBA (Augmented),Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
254,None,CBBA (Augmented),Intraconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
255,None,CBBA (Augmented),Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
256,None,CBBA (Augmented),Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
257,None,CBBA (Augmented),Intraconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
258,None,CBBA (Augmented),Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
259,None,CBBA (Augmented),Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
260,None,CBBA (Augmented),Intraconstellation,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
261,None,Greedy,GS,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
262,None,Greedy,GS,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
263,None,Greedy,GS,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
264,None,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
265,None,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
266,None,Greedy,GS,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
267,None,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
268,None,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
269,None,Greedy,GS,Comprehensive,Oracle,Walker-Delta,2019-11-10,False,True,False
270,None,Greedy,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-05-15,False,True,False
271,None,Greedy,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-08-10,False,True,False
272,None,Greedy,Interconstellation,Comprehensive,Ground,Walker-Delta,2019-11-10,False,True,False
273,None,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-05-15,False,True,False
274,None,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-08-10,False,True,False
275,None,Greedy,Interconstellation,Comprehensive,Onboard,Walker-Delta,2019-11-10,False,True,False
276,None,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-05-15,False,True,False
277,None,Greedy,Interconstellation,Comprehensive,Oracle,Walker-Delta,2019-08-10,False,True,False
