lat [deg],lon [deg],event_type,start time [s],duration [s],severity,measurements,uuid
-35.9188,-66.6271,high_flow_river,0,86400,100.0,"['VNIR', 'Altimeter']",194629fa-a440-41ee-a035-2a471040d168
-6.0271,16.6021,high_flow_river,0,25339,89.6,"['VNIR', 'Altimeter']",8a3fbf1e-7f46-42ca-9741-8bf22c2258da
18.0021,104.2021,high_flow_river,0,24616,24.2,"['VNIR', 'Altimeter']",9e0c2379-4fd2-425b-938a-c133b9be44db
-23.9688,139.7937,high_flow_river,0,69591,16.6,"['VNIR', 'Altimeter']",ba426c6b-26ac-417f-90e3-2167e576bc55
-8.0188,28.7312,high_flow_river,0,11829,11.5,"['VNIR', 'Altimeter']",7e6fd160-c8ef-45ec-840f-d8e5e02f3cfd
30.8437,-87.9479,high_flow_river,0,17675,56.4,"['VNIR', 'Altimeter']",56c3e8eb-54f9-4357-9731-d774640b8526
-5.0,-46.0,wildfire,35,5100,58.3,"['TIR', 'MIR', 'VNIR', 'SAR']",d50435b2-6dcf-41aa-873c-36024aa1e481
-5.0,-45.5,wildfire,35,600,54.0,"['TIR', 'MIR', 'VNIR', 'SAR']",4ac27d15-675d-405c-8ae1-482f37dcf71f
-3.0,-48.5,wildfire,35,600,50.2,"['TIR', 'MIR', 'VNIR', 'SAR']",722e47c4-c3e2-4614-a900-0ce7d31d87df
-4.5,-46.5,wildfire,35,2400,53.0,"['TIR', 'MIR', 'VNIR', 'SAR']",720e3038-5242-4a06-b6f6-bb7960a1628c
40.0,-121.5,wildfire,35,15900,66.4,"['TIR', 'MIR', 'VNIR', 'SAR']",69bf86f7-0b0f-47f4-b69f-115e2126089d
34.0,-118.5,wildfire,35,45600,90.6,"['TIR', 'MIR', 'VNIR', 'SAR']",646c061f-89dc-4a80-a314-7576d5354b23
34.0,-119.0,wildfire,35,38400,90.2,"['TIR', 'MIR', 'VNIR', 'SAR']",437c2c6a-c051-4f27-987d-2785929dff18
58.8437,92.0604,high_flow_river,682,85718,36.0,"['VNIR', 'Altimeter']",92747bc4-e0e4-437f-8714-3ecb06a71ed9
-35.51892008379477,139.02300405132337,algal_bloom,809,85591,38.1,"['VNIR', 'TIR', 'Altimeter']",3412765a-99d7-43db-afc6-cbb90623363c
1.9229,20.0521,high_flow_river,920,45128,89.2,"['VNIR', 'Altimeter']",afdcdfd5-edab-4d0e-8901-4f8b14ec07b6
9.5,26.0,wildfire,1140,85260,47.2,"['TIR', 'MIR', 'VNIR', 'SAR']",aa362d00-ab47-4d93-8ad0-4ee13a931145
10.5,19.0,wildfire,1140,85260,43.0,"['TIR', 'MIR', 'VNIR', 'SAR']",ef97b4e0-0729-409b-a037-7d71a93166ee
39.5,-121.5,wildfire,1835,75300,77.4,"['TIR', 'MIR', 'VNIR', 'SAR']",977570d2-da46-4941-8786-41f47283d887
